dispatch_logic_name,break_point_1,break_point_2,break_point_3,break_point_4
NW_WA_003Non-Wilderness,33,62,0,0
NW_WA_003Non-Wilderness,33,62,0,0
NW_WA_003Non-Wilderness,33,62,0,0
NW_WA_003ROLA Wilderness,33,62,0,0
NW_WA_003WEN-Wilderness,33,62,0,0
NW_WA_003WEN-Wilderness,33,62,0,0
NW_WA_003WEN-Wilderness,33,62,0,0
NW_WA_003WEN-Wilderness,33,62,0,0
NW_WA_003WEN-Wilderness,33,62,0,0
NW_WA_003OKA-Wilderness,33,62,0,0
NW_WA_003OKA-Wilderness,33,62,0,0
NW_WA_003OKA-Wilderness,33,62,0,0
NW_WA_003OKA-Wilderness,33,62,0,0
NW_WA_003Ste-Suppression,33,62,0,0
NW_WA_003RED Zone,33,62,0,0
NW_WA_007MHF_Wilderness S,10,25,35,0
NW_WA_007MHF_Wilderness S,10,25,35,0
NW_WA_007MHF_Wilderness,10,25,35,0
NW_WA_007MHF_Unit 4,10,25,35,0
NW_WA_007GP_CV_North,10,25,35,0
NW_WA_007MHF_Unit 1,10,25,35,0
NW_WA_007MHF_Unit 1,10,25,35,0
NW_WA_007MHF_Unit 2,10,25,35,0
NW_WA_007MHF_Unit 2,10,25,35,0
NW_WA_007MHF_Unit 2,10,25,35,0
NW_WA_007MHF_Unit 2,10,25,35,0
NW_WA_007MHF_Unit 3,10,25,35,0
NW_WA_007Gorge East,20,40,0,0
NW_WA_007Gorge East,20,40,0,0
NW_WA_007MHF_Wilderness E,10,25,35,0
NW_WA_007GP_MTA_East,10,25,35,0
NW_WA_007YAA-SP,16,42,0,0
NW_WA_007YAA-SP,16,42,0,0
NW_WA_007YAA-MC,9,23,0,0
NW_WA_007YAA-HB,17,35,52,70
NW_WA_007YAA-HB,17,35,52,70
NW_WA_007GP_MSH_West,10,25,35,0
NW_WA_007GP_Wilderness,10,25,35,0
SA_AL_001BH_Primary,20,30,40,51
SA_AL_001LIRI Canyon,20,30,40,51
SA_AL_001Talladega_FWA,12,18,24,29
SA_AL_001Dugger_Wild,12,18,24,29
SA_AL_001HOBE,20,30,40,51
SA_AL_001FWS,25,35,45,0
SA_AL_001FWS,25,35,45,0
SA_AL_001FWS,25,35,45,0
SA_AL_001FWS,25,35,45,0
SA_AL_001FWS,25,35,45,0
SA_AL_001FWS,25,35,45,0
SA_AL_001RUCA,20,30,40,51
SA_AL_001Sipsey FWA,20,30,40,51
SA_AL_001CON_Primary,10,15,25,30
SA_AL_001Cheaha_Wild,12,18,24,29
SA_AL_001SC_FWA,12,18,24,29
SA_AL_001LIRI Upland,20,30,40,51
SA_AL_001Tuskegee_FWA,20,30,40,51
SA_AL_001Oakmulgee_FWA,12,18,24,29
SW_AZ_001SCA EE,40,60,0,0
SW_AZ_001SCA Sonora,20,40,0,0
"SW_AZ_001NPS_SAP > 4,500'",25,40,0,0
SW_AZ_001Low Potential,25,40,0,0
SW_AZ_001Low Potential,25,40,0,0
SW_AZ_001Low Potential,25,40,0,0
SW_AZ_001Low Potential,25,40,0,0
SW_AZ_001Low Potential,25,40,0,0
SW_AZ_001Low Potential,25,40,0,0
SW_AZ_001Low Potential,25,40,0,0
SW_AZ_001Low Potential,25,40,0,0
SW_AZ_001Low Potential,25,40,0,0
SW_AZ_001Low Potential,25,40,0,0
SW_AZ_001Low Potential,25,40,0,0
SW_AZ_001Low Potential,25,40,0,0
SW_AZ_001Low Potential,25,40,0,0
SW_AZ_001Low Potential,25,40,0,0
SW_AZ_001Moderate Potential,25,40,0,0
SW_AZ_001Moderate Potential,25,40,0,0
SW_AZ_001Moderate Potential,25,40,0,0
SW_AZ_001Moderate Potential,25,40,0,0
SW_AZ_001Moderate Potential,25,40,0,0
SW_AZ_001Moderate Potential,25,40,0,0
SW_AZ_001High Potential,25,40,0,0
SW_AZ_001High Potential,25,40,0,0
SW_AZ_001High Potential,25,40,0,0
SW_AZ_001High Potential,25,40,0,0
SW_AZ_001High Potential,25,40,0,0
SW_AZ_001SCA WUI,20,40,0,0
RM_SD_002Mark Browning,6,50,80,120
RM_SD_002Mark Browning,6,50,80,120
RM_SD_002Mark Browning,6,50,80,120
RM_SD_002Mark Browning,6,50,80,120
RM_SD_002Mark Browning,6,50,80,120
RM_SD_002Mark Browning,6,50,80,120
RM_SD_002Mark Browning,6,50,80,120
RM_SD_002Mark Browning,6,50,80,120
RM_SD_002Mark Browning,6,50,80,120
RM_SD_002Mark Browning,6,50,80,120
RM_SD_002Mark Browning,6,50,80,120
RM_SD_002Mark Browning,6,50,80,120
RM_SD_002Mark Browning,6,50,80,120
RM_SD_002Mark Browning,6,50,80,120
RM_SD_002Mark Browning,6,50,80,120
RM_SD_002Mark Browning,6,50,80,120
RM_WY_002Esterbrook,19,40,81,86
RM_WY_002Esterbrook,19,40,81,86
RM_WY_002High Desert District,10,30,70,75
RM_WY_002High Desert District,10,30,70,75
RM_WY_002High Desert District,10,30,70,75
RM_WY_002High Desert District,10,30,70,75
RM_WY_002High Desert District,10,30,70,75
RM_WY_002High Desert District,10,30,70,75
RM_WY_002Eastern Counties,10,30,70,75
RM_WY_002MBF_Snowy,16,34,68,79
RM_WY_002MBF_Snowy,16,34,68,79
RM_WY_002North Counties,10,30,70,75
RM_WY_002North Counties,10,30,70,75
RM_WY_002North Casper,10,30,70,75
NW_OR_003Wilderness,10,20,35,45
NW_OR_003Wilderness,10,20,35,45
NW_OR_003Wilderness,10,20,35,45
NW_OR_003Wilderness,10,20,35,45
NW_OR_003Wilderness,10,20,35,45
NW_OR_003Wilderness,10,20,35,45
NW_OR_003Wilderness,10,20,35,45
NW_OR_003Wilderness,10,20,35,45
NW_OR_003FS Protection,10,20,35,45
NW_OR_003FS Protection,10,20,35,45
NW_OR_003FS Protection,10,20,35,45
NW_OR_003FS Protection,10,20,35,45
NW_OR_003FS Protection,10,20,35,45
NW_OR_003FS Protection,10,20,35,45
NW_OR_003FS Protection,10,20,35,45
NW_OR_003ODF Protection,10,20,35,45
NW_OR_003ODF Protection,10,20,35,45
NW_OR_003ODF Protection,10,20,35,45
NW_OR_003ODF Protection,10,20,35,45
NW_OR_003ODF Protection,10,20,35,45
NW_OR_003ODF Protection,10,20,35,45
NW_OR_003ODF Protection,10,20,35,45
NW_OR_003Private/WUI,10,20,35,45
NW_OR_003Private/WUI,10,20,35,45
NW_OR_003Private/WUI,10,20,35,45
NW_OR_003Private/WUI,10,20,35,45
NW_OR_003Private/WUI,10,20,35,45
NW_OR_003Private/WUI,10,20,35,45
CA_CA_014BDF Wilderness FMU,19,79,0,0
CA_CA_014BDF Wilderness FMU,19,79,0,0
CA_CA_014BDF Wilderness FMU,19,79,0,0
CA_CA_014BDF Wilderness FMU,19,79,0,0
CA_CA_014BIA Suppression FMU,19,79,0,0
CA_CA_014BIA Suppression FMU,19,79,0,0
CA_CA_014BIA Suppression FMU,19,79,0,0
CA_CA_014BDF Suppression FMU,19,79,0,0
CA_CA_014BDF Suppression FMU,19,79,0,0
CA_CA_014BDF Suppression FMU,19,79,0,0
CA_CA_014BDF Suppression FMU,19,79,0,0
CA_CA_014BDF Suppression FMU,19,79,0,0
CA_CA_014BLM CDD FMU's,19,79,0,0
CA_CA_014BLM CDD FMU's,19,79,0,0
CA_CA_014BLM CDD FMU's,19,79,0,0
CA_CA_014BLM CDD FMU's,19,79,0,0
CA_CA_014BLM CDD FMU's,19,79,0,0
CA_CA_014BLM CDD FMU's,19,79,0,0
CA_CA_014BDF Threat FMU,19,79,0,0
CA_CA_014BDF Threat FMU,19,79,0,0
CA_CA_014BDF Threat FMU,19,79,0,0
CA_CA_009OVICC 4,30,50,85,0
CA_CA_009OVICC 4,30,50,85,0
CA_CA_009OVICC 4,30,50,85,0
CA_CA_009OVICC 4,30,50,85,0
CA_CA_009OVICC 4,30,50,85,0
CA_CA_009OVICC 4,30,50,85,0
CA_CA_009OVICC 4,30,50,85,0
CA_CA_009OVICC 4,30,50,85,0
CA_CA_009OVICC 4,30,50,85,0
CA_CA_009OVICC 4,30,50,85,0
CA_CA_009OVICC 4,30,50,85,0
CA_CA_009OVICC 4,30,50,85,0
CA_CA_009OVICC 4,30,50,85,0
CA_CA_009OVICC 4,30,50,85,0
CA_CA_009OVICC 4,30,50,85,0
CA_CA_009OVICC 4,30,50,85,0
CA_CA_009OVICC 4,30,50,85,0
CA_CA_009OVICC 4,30,50,85,0
CA_CA_009OVICC 4,30,50,85,0
CA_CA_009OVICC 4,30,50,85,0
CA_CA_009OVICC 4,30,50,85,0
CA_CA_009OVICC 4,30,50,85,0
CA_CA_009OVICC 4,30,50,85,0
CA_CA_004NPS WUI,19,56,0,0
CA_CA_004Wilderness,30,50,0,0
CA_CA_004Wilderness,30,50,0,0
CA_CA_004Wilderness,30,50,0,0
CA_CA_004Wilderness,30,50,0,0
CA_CA_004Wilderness,30,50,0,0
CA_CA_004Non DPA,19,56,0,0
CA_CA_004Non DPA,19,56,0,0
CA_CA_004Non DPA,19,56,0,0
CA_CA_004Non DPA,19,56,0,0
CA_CA_004Non DPA,19,56,0,0
CA_CA_004Non DPA,19,56,0,0
CA_CA_004Non DPA,19,56,0,0
CA_CA_004USFS,30,50,0,0
CA_CA_004USFS,30,50,0,0
CA_CA_004USFS,30,50,0,0
CA_CA_004USFS,30,50,0,0
CA_CA_004USFS,30,50,0,0
CA_CA_004USFS,30,50,0,0
CA_CA_004USFS,30,50,0,0
CA_CA_004USFS,30,50,0,0
CA_CA_010BLM West Valley,15,30,45,0
CA_CA_010Wilderness,40,75,0,0
CA_CA_010Wilderness,40,75,0,0
CA_CA_010Wilderness,40,75,0,0
CA_CA_010Wilderness,40,75,0,0
CA_CA_010Wilderness,40,75,0,0
CA_CA_010Wilderness,40,75,0,0
CA_CA_010Wilderness,40,75,0,0
CA_CA_010Wilderness,40,75,0,0
CA_CA_010Wilderness,40,75,0,0
CA_CA_010Wilderness,40,75,0,0
CA_CA_010Wilderness,40,75,0,0
CA_CA_010Wilderness,40,75,0,0
CA_CA_010Wilderness,40,75,0,0
CA_CA_010Wilderness,40,75,0,0
CA_CA_010WUI,40,75,0,0
CA_CA_010WUI,40,75,0,0
CA_CA_010WUI,40,75,0,0
CA_CA_010WUI,40,75,0,0
CA_CA_010WUI,40,75,0,0
CA_CA_010WUI,40,75,0,0
CA_CA_010WUI,40,75,0,0
CA_CA_010WUI,40,75,0,0
CA_CA_010WUI,40,75,0,0
CA_CA_010WUI,40,75,0,0
CA_CA_010WUI,40,75,0,0
CA_CA_010WUI,40,75,0,0
CA_CA_010WUI,40,75,0,0
CA_CA_010WUI,40,75,0,0
CA_CA_010WUI,40,75,0,0
CA_CA_010WUI,40,75,0,0
CA_CA_010WUI,40,75,0,0
CA_CA_010WUI,40,75,0,0
CA_CA_010WUI,40,75,0,0
CA_CA_010WUI,40,75,0,0
CA_CA_010WUI,40,75,0,0
CA_CA_010WUI,40,75,0,0
CA_CA_010WUI,40,75,0,0
CA_CA_010WUI,40,75,0,0
CA_CA_010WUI,40,75,0,0
CA_CA_010WUI,40,75,0,0
CA_CA_010WUI,40,75,0,0
CA_CA_010WUI,40,75,0,0
CA_CA_010WUI,40,75,0,0
CA_CA_010WUI,40,75,0,0
CA_CA_010WUI,40,75,0,0
CA_CA_010WUI,40,75,0,0
CA_CA_010WUI,40,75,0,0
CA_CA_010WUI,40,75,0,0
CA_CA_010WUI,40,75,0,0
CA_CA_010WUI,40,75,0,0
CA_CA_010WUI,40,75,0,0
CA_CA_010Island,40,75,0,0
CA_CA_012ANF Mutual Aid Resp,19,48,0,75
CA_CA_012ANF Mutual Aid Resp,19,48,0,75
CA_CA_012ANF Mutual Aid Resp,19,48,0,75
CA_CA_012ANF Mutual Aid Resp,19,48,0,75
CA_CA_012ANF Mutual Aid Resp,19,48,0,75
CA_CA_012ANF Mutual Aid Resp,19,48,0,75
CA_CA_012Standard ANF Resp,19,48,0,75
CA_CA_012Standard ANF Resp,19,48,0,75
CA_CA_012ANF Response Wilder,19,48,0,75
GB_ID_002Non WUI Non Timber,10,22,128,0
GB_ID_002Non WUI Non Timber,10,22,128,0
GB_ID_002Non WUI Non Timber,10,22,128,0
GB_ID_002Non WUI Non Timber,10,22,128,0
GB_ID_002Non WUI Non Timber,10,22,128,0
GB_ID_002Non WUI Non Timber,10,22,128,0
GB_ID_002Non WUI Non Timber,10,22,128,0
GB_ID_002Non WUI Non Timber,10,22,128,0
GB_ID_002Non WUI Non Timber,10,22,128,0
GB_ID_002WUI Timber,2,15,229,0
GB_ID_002WUI Timber,2,15,229,0
GB_ID_002WUI Timber,2,15,229,0
GB_ID_002WUI Timber,2,15,229,0
GB_ID_002WUI Timber,2,15,229,0
GB_ID_002WUI Timber,2,15,229,0
GB_ID_002WUI Timber,2,15,229,0
GB_ID_002WUI Timber,2,15,229,0
GB_ID_002WUI Timber,2,15,229,0
GB_ID_002WUI Timber,2,15,229,0
GB_ID_002WUI Timber,2,15,229,0
GB_ID_002Non-WUI timber,2,25,442,0
GB_ID_002Non-WUI timber,2,25,442,0
GB_ID_002Non-WUI timber,2,25,442,0
GB_ID_002Non-WUI timber,2,25,442,0
GB_ID_002Non-WUI timber,2,25,442,0
GB_ID_002Non-WUI timber,2,25,442,0
GB_ID_002Non-WUI timber,2,25,442,0
GB_ID_002Non-WUI timber,2,25,442,0
GB_ID_002Non-WUI timber,2,25,442,0
GB_ID_002WFU logic,2,17,179,0
GB_ID_002WFU logic,2,17,179,0
GB_ID_002WFU logic,2,17,179,0
GB_ID_002WFU logic,2,17,179,0
GB_ID_002WFU logic,2,17,179,0
GB_ID_002WFU logic,2,17,179,0
GB_ID_002WFU logic,2,17,179,0
GB_ID_002WFU logic,2,17,179,0
GB_ID_002WFU logic,2,17,179,0
GB_ID_002WFU logic,2,17,179,0
GB_ID_002WFU logic,2,17,179,0
GB_ID_002WFU logic,2,17,179,0
GB_ID_002WUI Non-Timber,9,19,38,0
GB_ID_002WUI Non-Timber,9,19,38,0
GB_ID_002WUI Non-Timber,9,19,38,0
GB_ID_002WUI Non-Timber,9,19,38,0
GB_ID_002WUI Non-Timber,9,19,38,0
GB_ID_002WUI Non-Timber,9,19,38,0
GB_ID_002WUI Non-Timber,9,19,38,0
GB_ID_002WUI Non-Timber,9,19,38,0
GB_ID_002WUI Non-Timber,9,19,38,0
GB_ID_002WUI Non-Timber,9,19,38,0
GB_ID_002WUI Non-Timber,9,19,38,0
GB_ID_002WUI Non-Timber,9,19,38,0
GB_ID_002WUI Non-Timber,9,19,38,0
GB_ID_003WFU,20,30,0,0
GB_ID_003WFU,20,30,0,0
GB_ID_003WFU,20,30,0,0
GB_ID_003Desert/Range,20,30,0,0
GB_ID_003Desert/Range,20,30,0,0
GB_ID_003Desert/Range,20,30,0,0
GB_ID_003Desert/Range,20,30,0,0
GB_ID_003Mountain,15,20,0,0
GB_ID_003Mountain,15,20,0,0
GB_NV_001Pine Forest S. East,25,51,0,0
GB_NV_001Pine Forest S. East,25,51,0,0
GB_NV_001Pine Forest S. East,25,51,0,0
GB_NV_001Pine Forest S. East,25,51,0,0
GB_NV_001Pine Forest S. East,25,51,0,0
GB_NV_001Pine Forest S. East,25,51,0,0
GB_NV_001I-80,25,51,0,0
GB_NV_001I-80,25,51,0,0
GB_NV_001I-80,25,51,0,0
GB_NV_001I-80,25,51,0,0
GB_NV_001I-80,25,51,0,0
GB_NV_001I-80,25,51,0,0
GB_NV_001I-80,25,51,0,0
GB_NV_001I-80,25,51,0,0
GB_NV_001I-80,25,51,0,0
GB_NV_001I-80,25,51,0,0
GB_NV_001I-80,25,51,0,0
GB_NV_001I-80,25,51,0,0
GB_NV_001I-80,25,51,0,0
GB_NV_001I-80,25,51,0,0
GB_NV_001I-80,25,51,0,0
GB_NV_001I-80,25,51,0,0
GB_NV_001I-80,25,51,0,0
GB_NV_001I-80,25,51,0,0
GB_NV_001I-80,25,51,0,0
GB_NV_001I-80,25,51,0,0
GB_NV_001I-80,25,51,0,0
GB_NV_001I-80,25,51,0,0
GB_NV_001I-80,25,51,0,0
GB_NV_001I-80,25,51,0,0
GB_NV_001I-80,25,51,0,0
GB_NV_001I-80,25,51,0,0
GB_NV_001I-80,25,51,0,0
GB_NV_001I-80,25,51,0,0
GB_NV_001I-80,25,51,0,0
GB_NV_001I-80,25,51,0,0
GB_NV_001I-80,25,51,0,0
GB_NV_001I-80,25,51,0,0
GB_NV_001I-80,25,51,0,0
GB_NV_001I-80,25,51,0,0
GB_NV_001I-80,25,51,0,0
GB_NV_001I-80,25,51,0,0
GB_NV_001I-80,25,51,0,0
GB_NV_001Elliott Wrencing,25,51,0,0
GB_NV_001Elliott Wrencing,25,51,0,0
GB_NV_001Elliott Wrencing,25,51,0,0
GB_NV_001Elliott Wrencing,25,51,0,0
GB_NV_001Elliott Wrencing,25,51,0,0
GB_NV_001Elliott Wrencing,25,51,0,0
GB_NV_001Elliott Wrencing,25,51,0,0
GB_NV_001Elliott Wrencing,25,51,0,0
GB_NV_001Elliott Wrencing,25,51,0,0
GB_NV_001Elliott Wrencing,25,51,0,0
GB_NV_001Elliott Wrencing,25,51,0,0
GB_NV_001Elliott Wrencing,25,51,0,0
GB_NV_001Elliott Wrencing,25,51,0,0
GB_NV_001Elliott Wrencing,25,51,0,0
GB_NV_001Elliott Wrencing,25,51,0,0
GB_NV_001Elliott Wrencing,25,51,0,0
GB_NV_003Mt Rose Wilderness,10,20,40,0
GB_NV_003Mt Rose Wilderness,10,20,40,0
GB_NV_003Mt Rose Wilderness,10,20,40,0
GB_NV_003Mt Rose Wilderness,10,20,40,0
GB_NV_003Carson River,10,30,50,0
GB_NV_003Carson River,10,30,50,0
GB_NV_003Carson River,10,30,50,0
GB_NV_003Carson River,10,30,50,0
GB_NV_003Aurora no dozer,10,30,50,70
GB_NV_003Aurora no dozer,10,30,50,70
GB_NV_003Carson River ND,10,30,50,0
GB_NV_003Carson River ND,10,30,50,0
GB_NV_003Carson River ND,10,30,50,0
GB_NV_003Carson River ND,10,30,50,0
GB_NV_003Como,10,20,40,0
GB_NV_003Como,10,20,40,0
GB_NV_003Como,10,20,40,0
GB_NV_003Churchill Ranges,10,30,50,0
GB_NV_003Lyon Basin,10,30,0,0
GB_NV_003Fish Springs,10,30,50,0
GB_NV_003Fish Springs,10,30,50,0
GB_NV_003Fish Springs,10,30,50,0
GB_NV_003CCD SE ND,10,30,0,0
GB_NV_003Churchill Basin,10,30,50,0
GB_NV_003Churchill Basin,10,30,50,0
GB_NV_003Reno/Sparks ND,10,30,50,0
GB_NV_003Reno/Sparks,10,30,50,0
GB_NV_003Reno/Sparks,10,30,50,0
GB_NV_003Reno/Sparks,10,30,50,0
GB_NV_003Reno/Sparks,10,30,50,0
GB_NV_003Reno/Sparks,10,30,50,0
GB_NV_003Reno/Sparks,10,30,50,0
GB_NV_003Bridgeport WUI,10,30,50,70
GB_NV_003Bridgeport WUI,10,30,50,70
GB_NV_003Bridgeport WUI,10,30,50,70
GB_NV_003Fish Springs ND,10,30,50,0
GB_NV_003CCD SE,10,30,0,0
GB_NV_003CCD SE,10,30,0,0
GB_NV_003CCD SE,10,30,0,0
GB_NV_003CCD SE,10,30,0,0
GB_NV_003CCD SE,10,30,0,0
GB_NV_003CCD SE,10,30,0,0
GB_NV_004Master,7,30,69,99
GB_NV_004Master,7,30,69,99
GB_NV_004Master,7,30,69,99
GB_NV_004Master,7,30,69,99
GB_NV_004Master,7,30,69,99
GB_NV_004Master,7,30,69,99
GB_NV_004Master,7,30,69,99
GB_NV_004Master,7,30,69,99
GB_NV_004Master,7,30,69,99
GB_NV_004Master,7,30,69,99
GB_NV_004Master,7,30,69,99
GB_NV_004Master,7,30,69,99
GB_NV_004Master,7,30,69,99
GB_NV_004Master,7,30,69,99
GB_NV_004Master,7,30,69,99
GB_NV_004Master,7,30,69,99
GB_NV_004Master,7,30,69,99
GB_NV_004Master,7,30,69,99
GB_NV_004Master,7,30,69,99
GB_NV_004Master,7,30,69,99
GB_NV_004Master,7,30,69,99
GB_NV_004Master,7,30,69,99
GB_NV_004Master,7,30,69,99
GB_NV_004Master,7,30,69,99
GB_NV_004Master,7,30,69,99
GB_NV_004Master,7,30,69,99
GB_NV_004Master,7,30,69,99
GB_NV_004Master,7,30,69,99
GB_NV_004Master,7,30,69,99
GB_NV_004Master,7,30,69,99
GB_NV_004Master,7,30,69,99
GB_NV_004Master,7,30,69,99
GB_NV_004Master,7,30,69,99
GB_NV_004Master,7,30,69,99
GB_NV_004Master,7,30,69,99
GB_NV_004Master,7,30,69,99
GB_NV_004Master,7,30,69,99
GB_NV_004WUI,28,49,69,100
GB_NV_004WUI,28,49,69,100
GB_NV_004WUI,28,49,69,100
GB_NV_004WUI,28,49,69,100
GB_NV_004WUI,28,49,69,100
GB_NV_004WUI,28,49,69,100
GB_NV_004WUI,28,49,69,100
GB_NV_004WUI,28,49,69,100
GB_NV_004WUI,28,49,69,100
GB_NV_004WUI,28,49,69,100
GB_NV_004WUI,28,49,69,100
GB_NV_004WUI,28,49,69,100
GB_NV_004WUI,28,49,69,100
GB_NV_004WFU/WSA,35,59,75,100
GB_NV_004WFU/WSA,35,59,75,100
GB_NV_004WFU/WSA,35,59,75,100
GB_NV_006FWS Sensitive,10,30,0,0
GB_NV_006FWS Sensitive,10,30,0,0
GB_NV_006FWS Sensitive,10,30,0,0
GB_NV_006Military Response,10,30,0,0
GB_NV_006Military Response,10,30,0,0
GB_NV_006Military Response,10,30,0,0
GB_NV_006Grass WUI,10,30,0,0
GB_NV_006Grass WUI,10,30,0,0
GB_NV_006Grass WUI,10,30,0,0
GB_NV_006Grass WUI,10,30,0,0
GB_NV_006Grass WUI,10,30,0,0
GB_NV_006Grass WUI,10,30,0,0
GB_NV_006Grass WUI,10,30,0,0
GB_NV_006Grass WUI,10,30,0,0
GB_NV_006Critical Tort,10,30,0,0
GB_NV_006Critical Tort,10,30,0,0
GB_NV_006Critical Tort,10,30,0,0
GB_NV_006Critical Tort,10,30,0,0
GB_NV_006Critical Tort,10,30,0,0
GB_NV_006High Juniper,10,30,0,0
GB_NV_006High Juniper,10,30,0,0
GB_UT_002SWT No Retardant,10,40,80,0
GB_UT_002SWT No Retardant,10,40,80,0
GB_UT_002SWT No Retardant,10,40,80,0
GB_UT_002SWT No Retardant,10,40,80,0
GB_UT_002SWT No Retardant,10,40,80,0
GB_UT_002SWT No Retardant,10,40,80,0
GB_UT_002SWT No Retardant,10,40,80,0
GB_UT_002SWT No Retardant,10,40,80,0
GB_UT_002SWT No Retardant,10,40,80,0
GB_UT_002SWT No Retardant,10,40,80,0
GB_UT_002SWT No Retardant,10,40,80,0
GB_UT_002SWT No Retardant,10,40,80,0
GB_UT_002SWT No Retardant,10,40,80,0
GB_UT_002SWT No Retardant,10,40,80,0
GB_UT_002SWT Four,10,40,80,0
GB_UT_002SWT Four,10,40,80,0
GB_UT_002SWT Four,10,40,80,0
GB_UT_002SWT Four,10,40,80,0
GB_UT_002SWT Four,10,40,80,0
GB_UT_002SWT Four,10,40,80,0
GB_UT_002SWT Four,10,40,80,0
GB_UT_002SWT Four,10,40,80,0
GB_UT_002SWT Four,10,40,80,0
GB_UT_002SWT Four,10,40,80,0
GB_UT_002SWT Four,10,40,80,0
GB_UT_002SWT Four,10,40,80,0
GB_UT_002SWT Four,10,40,80,0
GB_UT_002SWT Four,10,40,80,0
GB_UT_002SWT Four,10,40,80,0
GB_UT_002SWT Four,10,40,80,0
GB_UT_002SWT Four,10,40,80,0
GB_UT_002SWT Four,10,40,80,0
GB_UT_002SWT Four,10,40,80,0
GB_UT_002SWT Four,10,40,80,0
GB_UT_002SWT Four,10,40,80,0
GB_UT_002SWT Four,10,40,80,0
GB_UT_002SWT Four,10,40,80,0
GB_UT_002SWT Four,10,40,80,0
GB_UT_002SWT Four,10,40,80,0
GB_UT_002SWT Four,10,40,80,0
GB_UT_002SWT Four,10,40,80,0
GB_UT_002SWT Four,10,40,80,0
GB_UT_002SWT Four,10,40,80,0
GB_UT_002SWT Four,10,40,80,0
GB_UT_002SWT Four,10,40,80,0
GB_UT_002SWT Four,10,40,80,0
GB_UT_002SWT Four,10,40,80,0
GB_UT_002SWT Four,10,40,80,0
GB_UT_002SWT Four,10,40,80,0
GB_UT_002SWT Four,10,40,80,0
GB_UT_002SWT Four,10,40,80,0
GB_UT_002SWT Four,10,40,80,0
GB_UT_002SWT Four,10,40,80,0
GB_UT_002SWT Four,10,40,80,0
GB_UT_002SWT Four,10,40,80,0
GB_UT_002SWT Four,10,40,80,0
GB_UT_002SWT Four,10,40,80,0
GB_UT_002SWT Four,10,40,80,0
GB_UT_002SWT Four,10,40,80,0
GB_UT_002SWT Four,10,40,80,0
GB_UT_002SWT Four,10,40,80,0
GB_UT_002SWT Four,10,40,80,0
GB_UT_002SWT Four,10,40,80,0
GB_UT_002SWT Four,10,40,80,0
GB_UT_004Low Risk,15,45,75,0
GB_UT_004Low Risk,15,45,75,0
GB_UT_004Low Risk,15,45,75,0
GB_UT_004Low Risk,15,45,75,0
GB_UT_004Low Risk,15,45,75,0
GB_UT_004Low Risk,15,45,75,0
GB_UT_004Low Risk,15,45,75,0
GB_UT_004Low Risk,15,45,75,0
GB_UT_004Low Risk,15,45,75,0
GB_UT_004Low Risk,15,45,75,0
GB_UT_004Low Risk,15,45,75,0
GB_UT_004Low Risk,15,45,75,0
GB_UT_004Low Risk,15,45,75,0
GB_UT_004Low Risk,15,45,75,0
GB_UT_004Low Risk,15,45,75,0
GB_UT_004Low Risk,15,45,75,0
GB_UT_004Low Risk,15,45,75,0
GB_UT_004Low Risk,15,45,75,0
GB_UT_004Low Risk,15,45,75,0
GB_UT_004Moderate Risk,15,45,75,0
GB_UT_004Moderate Risk,15,45,75,0
GB_UT_004Moderate Risk,15,45,75,0
GB_UT_004Moderate Risk,15,45,75,0
GB_UT_004Moderate Risk,15,45,75,0
GB_UT_004Moderate Risk,15,45,75,0
GB_UT_004Moderate Risk,15,45,75,0
GB_UT_004Moderate Risk,15,45,75,0
GB_UT_004Moderate Risk,15,45,75,0
GB_UT_004Moderate Risk,15,45,75,0
GB_UT_004Moderate Risk,15,45,75,0
GB_UT_004Moderate Risk,15,45,75,0
GB_UT_004Moderate Risk,15,45,75,0
GB_UT_004High Risk,15,45,75,0
GB_UT_004High Risk,15,45,75,0
GB_UT_004High Risk,15,45,75,0
GB_UT_004High Risk,15,45,75,0
GB_UT_004High Risk,15,45,75,0
GB_UT_004High Risk,15,45,75,0
GB_UT_004High Risk,15,45,75,0
GB_UT_005All Zones HIEL,9,20,50,0
GB_UT_005All Zones HIEL,9,20,50,0
GB_UT_005All Zones HIEL,9,20,50,0
GB_UT_005All Zones HIEL,9,20,50,0
GB_UT_005All Zones HIEL,9,20,50,0
GB_UT_005All Zones HIEL,9,20,50,0
GB_UT_005All Zones HIEL,9,20,50,0
GB_UT_005All Zones HIEL,9,20,50,0
GB_UT_005All Zones HIEL,9,20,50,0
GB_UT_005All Zones HIEL,9,20,50,0
GB_UT_005All Zones HIEL,9,20,50,0
GB_UT_005All Zones LOEL,9,20,50,0
GB_UT_005All Zones LOEL,9,20,50,0
GB_UT_005All Zones LOEL,9,20,50,0
GB_UT_005All Zones LOEL,9,20,50,0
GB_UT_005All Zones LOEL,9,20,50,0
GB_UT_005All Zones LOEL,9,20,50,0
GB_UT_005All Zones LOEL,9,20,50,0
GB_UT_005All Zones LOEL,9,20,50,0
GB_UT_005All Zones LOEL,9,20,50,0
GB_UT_005All Zones LOEL,9,20,50,0
GB_UT_005All Zones LOEL,9,20,50,0
GB_UT_005All Zones LOEL,9,20,50,0
GB_UT_005All Zones LOEL,9,20,50,0
GB_UT_005All Zones LOEL,9,20,50,0
GB_UT_005All Zones LOEL,9,20,50,0
