dispatch_location_name,fwa_name,distance,,
OCFA Silverado Stn 14,CA_CA_015FWS_CA_TNR_Threat             Inland_Threat,41.96159361,,
OCFA Trabuco Stn 18,CA_CA_015FWS_CA_TNR_Threat             Inland_Threat,39.32142598,,
Pine Hills Fire Station,CA_CA_015FWS_CA_TNR_Threat             Inland_Threat,15.89509569,,
Ramona Air Attack Base,CA_CA_015FWS_CA_TNR_Threat             Inland_Threat,0.309298994,,
San Juan Fire Station,CA_CA_015FWS_CA_TNR_Threat             Inland_Threat,34.73939814,,
San Vicente Fire Station,CA_CA_015FWS_CA_TNR_Threat             Inland_Threat,6.453951446,,
Silverado Fire Station,CA_CA_015FWS_CA_TNR_Threat             Inland_Threat,43.09533988,,
Temescal Fire Station,CA_CA_015FWS_CA_TNR_Threat             Inland_Threat,33.02950693,,
Trabuco Fire Station,CA_CA_015FWS_CA_TNR_Threat             Inland_Threat,39.32354122,,
Alpine W.C./ Descanso R.D.,CA_CA_015NPS_CA_Cabrillo               Cabrillo,29.17388367,,
Bear Creek Station,CA_CA_015NPS_CA_Cabrillo               Cabrillo,16.2199794,,
Cameron Fire Station,CA_CA_015NPS_CA_Cabrillo               Cabrillo,45.09241552,,
Case Springs Fire Station,CA_CA_015NPS_CA_Cabrillo               Cabrillo,9.627584566,,
CDF ANZA STA.,CA_CA_015NPS_CA_Cabrillo               Cabrillo,32.82956611,,
CDF Beaumont Station,CA_CA_015NPS_CA_Cabrillo               Cabrillo,15.70670563,,
CDF CAMPO STA.,CA_CA_015NPS_CA_Cabrillo               Cabrillo,44.84952879,,
CDF CUYAMACA STA.,CA_CA_015NPS_CA_Cabrillo               Cabrillo,37.79524371,,
CDF DELUZ STA.,CA_CA_015NPS_CA_Cabrillo               Cabrillo,3.493139194,,
CDF DULZURA STA.,CA_CA_015NPS_CA_Cabrillo               Cabrillo,26.60118528,,
CDF ELSINORE STA.,CA_CA_015NPS_CA_Cabrillo               Cabrillo,5.265037862,,
CDF Gillespie Field,CA_CA_015NPS_CA_Cabrillo               Cabrillo,15.64615357,,
CDF JULIAN STA.,CA_CA_015NPS_CA_Cabrillo               Cabrillo,37.66813914,,
CDF LAKELAND VILLAGE,CA_CA_015NPS_CA_Cabrillo               Cabrillo,5.956783335,,
CDF LYONS,CA_CA_015NPS_CA_Cabrillo               Cabrillo,26.40158831,,
CDF MONTE VISTA,CA_CA_015NPS_CA_Cabrillo               Cabrillo,19.70410123,,
CDF Perris Station,CA_CA_015NPS_CA_Cabrillo               Cabrillo,22.99481243,,
CDF POTRERO,CA_CA_015NPS_CA_Cabrillo               Cabrillo,36.53643997,,
"CDF Prado ""Field""",CA_CA_015NPS_CA_Cabrillo               Cabrillo,25.55520857,,
CDF RAMONA,CA_CA_015NPS_CA_Cabrillo               Cabrillo,21.6852202,,
CDF RED MOUNTAIN,CA_CA_015NPS_CA_Cabrillo               Cabrillo,3.421846301,,
CDF RINCON,CA_CA_015NPS_CA_Cabrillo               Cabrillo,15.65389525,,
CDF SAGE,CA_CA_015NPS_CA_Cabrillo               Cabrillo,18.16990919,,
CDF San Jacinto Station,CA_CA_015NPS_CA_Cabrillo               Cabrillo,16.43268081,,
CDF VALLEY CENTER,CA_CA_015NPS_CA_Cabrillo               Cabrillo,12.6863045,,
CDF WARNERS,CA_CA_015NPS_CA_Cabrillo               Cabrillo,35.05402914,,
CDF White Star,CA_CA_015NPS_CA_Cabrillo               Cabrillo,53.70422362,,
CDF WITCH CREEK,CA_CA_015NPS_CA_Cabrillo               Cabrillo,29.10762257,,
Corona Work Center/Trabuco RD,CA_CA_015NPS_CA_Cabrillo               Cabrillo,17.84616408,,
Cottonwood Fire Station,CA_CA_015NPS_CA_Cabrillo               Cabrillo,43.23804561,,
Descanso,CA_CA_015NPS_CA_Cabrillo               Cabrillo,36.62177293,,
Descanso Fire Station,CA_CA_015NPS_CA_Cabrillo               Cabrillo,35.74992472,,
Dripping Springs Fire Station,CA_CA_015NPS_CA_Cabrillo               Cabrillo,15.72237224,,
El Cariso Fire Station,CA_CA_015NPS_CA_Cabrillo               Cabrillo,9.910174077,,
El Cariso Hot Shots,CA_CA_015NPS_CA_Cabrillo               Cabrillo,11.71515087,,
FWS Jamul Fire Station,CA_CA_015NPS_CA_Cabrillo               Cabrillo,21.67378244,,
Glencliff Fire Station,CA_CA_015NPS_CA_Cabrillo               Cabrillo,43.02646315,,
Goose Valley W.C./Palomar RD,CA_CA_015NPS_CA_Cabrillo               Cabrillo,22.8402166,,
Hemet Ryan Air Tanker Base,CA_CA_015NPS_CA_Cabrillo               Cabrillo,12.67626685,,
"Hemet, CA",CA_CA_015NPS_CA_Cabrillo               Cabrillo,12.56680749,,
Henshaw Fire Station,CA_CA_015NPS_CA_Cabrillo               Cabrillo,27.74184997,,
Japatul Fire Station,CA_CA_015NPS_CA_Cabrillo               Cabrillo,32.89164499,,
Laguna Fire Station,CA_CA_015NPS_CA_Cabrillo               Cabrillo,47.19154169,,
Lake Elsinore,CA_CA_015NPS_CA_Cabrillo               Cabrillo,4.518530353,,
Oak Grove Station,CA_CA_015NPS_CA_Cabrillo               Cabrillo,25.84821581,,
OCFA Cote de Caza Stn 40,CA_CA_015NPS_CA_Cabrillo               Cabrillo,19.46203063,,
OCFA San Juan Cap Stn 7,CA_CA_015NPS_CA_Cabrillo               Cabrillo,24.10771963,,
OCFA Santa Margarita Stn 45,CA_CA_015NPS_CA_Cabrillo               Cabrillo,20.85031093,,
OCFA Silverado Stn 14,CA_CA_015NPS_CA_Cabrillo               Cabrillo,22.79819967,,
OCFA Trabuco Stn 18,CA_CA_015NPS_CA_Cabrillo               Cabrillo,20.13814125,,
Palomar Fire Station,CA_CA_015NPS_CA_Cabrillo               Cabrillo,21.35788613,,
Pine Hills Fire Station,CA_CA_015NPS_CA_Cabrillo               Cabrillo,35.22084906,,
Ramona Air Attack Base,CA_CA_015NPS_CA_Cabrillo               Cabrillo,19.01150852,,
San Juan Fire Station,CA_CA_015NPS_CA_Cabrillo               Cabrillo,15.5412804,,
San Vicente Fire Station,CA_CA_015NPS_CA_Cabrillo               Cabrillo,25.78372243,,
Silverado Fire Station,CA_CA_015NPS_CA_Cabrillo               Cabrillo,23.9306946,,
Temescal Fire Station,CA_CA_015NPS_CA_Cabrillo               Cabrillo,13.86913099,,
Trabuco Fire Station,CA_CA_015NPS_CA_Cabrillo               Cabrillo,20.13922454,,
Alpine W.C./ Descanso R.D.,CA_CA_015Other                         Non_Federal_Non_Thr,43.07789216,,
Bear Creek Station,CA_CA_015Other                         Non_Federal_Non_Thr,29.97218727,,
Cameron Fire Station,CA_CA_015Other                         Non_Federal_Non_Thr,59.01407368,,
Case Springs Fire Station,CA_CA_015Other                         Non_Federal_Non_Thr,4.178425761,,
CDC Bautista,CA_CA_015Other                         Non_Federal_Non_Thr,38.73071865,,
CDC La Cima,CA_CA_015Other                         Non_Federal_Non_Thr,55.67768377,,
CDC McCain,CA_CA_015Other                         Non_Federal_Non_Thr,71.18963058,,
CDC Norco,CA_CA_015Other                         Non_Federal_Non_Thr,5.555831356,,
CDC Puerta La Cruz,CA_CA_015Other                         Non_Federal_Non_Thr,45.7526319,,
CDC Rainbow,CA_CA_015Other                         Non_Federal_Non_Thr,21.67288939,,
CDF ANZA STA.,CA_CA_015Other                         Non_Federal_Non_Thr,46.61934795,,
CDF Beaumont Station,CA_CA_015Other                         Non_Federal_Non_Thr,29.43659418,,
CDF CAMPO STA.,CA_CA_015Other                         Non_Federal_Non_Thr,58.78596583,,
CDF Corona (Station 14),CA_CA_015Other                         Non_Federal_Non_Thr,4.5936421,,
CDF CUYAMACA STA.,CA_CA_015Other                         Non_Federal_Non_Thr,51.68018518,,
CDF DELUZ STA.,CA_CA_015Other                         Non_Federal_Non_Thr,10.31504299,,
CDF DULZURA STA.,CA_CA_015Other                         Non_Federal_Non_Thr,40.53420017,,
CDF ELSINORE STA.,CA_CA_015Other                         Non_Federal_Non_Thr,8.506119571,,
CDF Flinn Springs,CA_CA_015Other                         Non_Federal_Non_Thr,36.19925709,,
CDF Gillespie Field,CA_CA_015Other                         Non_Federal_Non_Thr,29.55134039,,
CDF JULIAN STA.,CA_CA_015Other                         Non_Federal_Non_Thr,51.5340166,,
CDF LAKELAND VILLAGE,CA_CA_015Other                         Non_Federal_Non_Thr,7.819516511,,
CDF LYONS,CA_CA_015Other                         Non_Federal_Non_Thr,40.32744966,,
CDF Miller,CA_CA_015Other                         Non_Federal_Non_Thr,19.8935843,,
CDF MONTE VISTA,CA_CA_015Other                         Non_Federal_Non_Thr,33.61916036,,
CDF Perris Station,CA_CA_015Other                         Non_Federal_Non_Thr,36.73902017,,
CDF POTRERO,CA_CA_015Other                         Non_Federal_Non_Thr,50.47603233,,
"CDF Prado ""Field""",CA_CA_015Other                         Non_Federal_Non_Thr,11.83596955,,
CDF RAMONA,CA_CA_015Other                         Non_Federal_Non_Thr,35.55650638,,
CDF RED MOUNTAIN,CA_CA_015Other                         Non_Federal_Non_Thr,17.2349757,,
CDF RINCON,CA_CA_015Other                         Non_Federal_Non_Thr,29.47880954,,
CDF SAGE,CA_CA_015Other                         Non_Federal_Non_Thr,31.95616177,,
CDF San Jacinto Station,CA_CA_015Other                         Non_Federal_Non_Thr,30.18521554,,
CDF San Marcos,CA_CA_015Other                         Non_Federal_Non_Thr,18.22992981,,
CDF Temecula (Station 12),CA_CA_015Other                         Non_Federal_Non_Thr,19.0364235,,
CDF VALLEY CENTER,CA_CA_015Other                         Non_Federal_Non_Thr,26.5272623,,
CDF WARNERS,CA_CA_015Other                         Non_Federal_Non_Thr,48.88605081,,
CDF West Riverside (Station18),CA_CA_015Other                         Non_Federal_Non_Thr,1.87911151,,
CDF White Star,CA_CA_015Other                         Non_Federal_Non_Thr,67.63720163,,
CDF WITCH CREEK,CA_CA_015Other                         Non_Federal_Non_Thr,42.97453587,,
Corona Work Center/Trabuco RD,CA_CA_015Other                         Non_Federal_Non_Thr,4.10801154,,
Cottonwood Fire Station,CA_CA_015Other                         Non_Federal_Non_Thr,57.15927659,,
Descanso,CA_CA_015Other                         Non_Federal_Non_Thr,50.52310502,,
Descanso Fire Station,CA_CA_015Other                         Non_Federal_Non_Thr,49.65056167,,
Dripping Springs Fire Station,CA_CA_015Other                         Non_Federal_Non_Thr,29.52637413,,
El Cariso Fire Station,CA_CA_015Other                         Non_Federal_Non_Thr,3.864256945,,
El Cariso Hot Shots,CA_CA_015Other                         Non_Federal_Non_Thr,2.05963134,,
FWS Jamul Fire Station,CA_CA_015Other                         Non_Federal_Non_Thr,35.59845592,,
Glencliff Fire Station,CA_CA_015Other                         Non_Federal_Non_Thr,56.93562915,,
Goose Valley W.C./Palomar RD,CA_CA_015Other                         Non_Federal_Non_Thr,36.70642918,,
Hemet Ryan Air Tanker Base,CA_CA_015Other                         Non_Federal_Non_Thr,26.43736424,,
"Hemet, CA",CA_CA_015Other                         Non_Federal_Non_Thr,26.32750573,,
Henshaw Fire Station,CA_CA_015Other                         Non_Federal_Non_Thr,41.5826466,,
Japatul Fire Station,CA_CA_015Other                         Non_Federal_Non_Thr,46.80995916,,
Laguna Fire Station,CA_CA_015Other                         Non_Federal_Non_Thr,61.08816056,,
Lake Elsinore,CA_CA_015Other                         Non_Federal_Non_Thr,9.254073646,,
Oak Grove Station,CA_CA_015Other                         Non_Federal_Non_Thr,39.66463987,,
OCFA Cote de Caza Stn 40,CA_CA_015Other                         Non_Federal_Non_Thr,5.679669556,,
OCFA San Juan Cap Stn 7,CA_CA_015Other                         Non_Federal_Non_Thr,10.30940277,,
OCFA Santa Margarita Stn 45,CA_CA_015Other                         Non_Federal_Non_Thr,7.073988412,,
OCFA Silverado Stn 14,CA_CA_015Other                         Non_Federal_Non_Thr,9.03967129,,
OCFA Trabuco Stn 18,CA_CA_015Other                         Non_Federal_Non_Thr,6.365336598,,
Palomar Fire Station,CA_CA_015Other                         Non_Federal_Non_Thr,35.17840252,,
Pine Hills Fire Station,CA_CA_015Other                         Non_Federal_Non_Thr,49.09585285,,
Ramona Air Attack Base,CA_CA_015Other                         Non_Federal_Non_Thr,32.88298655,,
San Juan Fire Station,CA_CA_015Other                         Non_Federal_Non_Thr,1.757833783,,
San Vicente Fire Station,CA_CA_015Other                         Non_Federal_Non_Thr,39.66162538,,
SCA Barona TFD,CA_CA_015Other                         Non_Federal_Non_Thr,37.11707128,,
SCA Campo RFPD,CA_CA_015Other                         Non_Federal_Non_Thr,65.40652447,,
SCA Manzanita TFD,CA_CA_015Other                         Non_Federal_Non_Thr,66.47073354,,
Silverado Fire Station,CA_CA_015Other                         Non_Federal_Non_Thr,10.171266,,
Temescal Fire Station,CA_CA_015Other                         Non_Federal_Non_Thr,0.112783806,,
Trabuco Fire Station,CA_CA_015Other                         Non_Federal_Non_Thr,6.365679009,,
Alpine W.C./ Descanso R.D.,CA_CA_015Unassigned                    Unassigned,62.66527068,,
Bear Creek Station,CA_CA_015Unassigned                    Unassigned,49.34573948,,
Cameron Fire Station,CA_CA_015Unassigned                    Unassigned,78.62628249,,
Case Springs Fire Station,CA_CA_015Unassigned                    Unassigned,23.6278324,,
CDC Bautista,CA_CA_015Unassigned                    Unassigned,58.13694502,,
CDC La Cima,CA_CA_015Unassigned                    Unassigned,75.23814851,,
CDC McCain,CA_CA_015Unassigned                    Unassigned,90.8114242,,
CDC Norco,CA_CA_015Unassigned                    Unassigned,13.7895074,,
CDC Puerta La Cruz,CA_CA_015Unassigned                    Unassigned,65.2314276,,
CDC Rainbow,CA_CA_015Unassigned                    Unassigned,41.13227826,,
CDF ANZA STA.,CA_CA_015Unassigned                    Unassigned,66.04579617,,
CDF Beaumont Station,CA_CA_015Unassigned                    Unassigned,48.77870443,,
CDF CAMPO STA.,CA_CA_015Unassigned                    Unassigned,78.41899574,,
CDF CUYAMACA STA.,CA_CA_015Unassigned                    Unassigned,71.24068324,,
CDF DELUZ STA.,CA_CA_015Unassigned                    Unassigned,29.76749544,,
CDF DULZURA STA.,CA_CA_015Unassigned                    Unassigned,60.16244836,,
CDF ELSINORE STA.,CA_CA_015Unassigned                    Unassigned,27.90641666,,
CDF Gillespie Field,CA_CA_015Unassigned                    Unassigned,49.14040847,,
CDF JULIAN STA.,CA_CA_015Unassigned                    Unassigned,71.06765752,,
CDF LAKELAND VILLAGE,CA_CA_015Unassigned                    Unassigned,27.22705965,,
CDF LYONS,CA_CA_015Unassigned                    Unassigned,59.94562041,,
CDF MONTE VISTA,CA_CA_015Unassigned                    Unassigned,53.22212756,,
CDF Perris Station,CA_CA_015Unassigned                    Unassigned,56.10128632,,
CDF POTRERO,CA_CA_015Unassigned                    Unassigned,70.11352541,,
"CDF Prado ""Field""",CA_CA_015Unassigned                    Unassigned,7.491233515,,
CDF RAMONA,CA_CA_015Unassigned                    Unassigned,55.09780237,,
CDF RED MOUNTAIN,CA_CA_015Unassigned                    Unassigned,36.69438208,,
CDF RINCON,CA_CA_015Unassigned                    Unassigned,48.95479079,,
CDF SAGE,CA_CA_015Unassigned                    Unassigned,51.37767125,,
CDF San Jacinto Station,CA_CA_015Unassigned                    Unassigned,49.55922773,,
CDF VALLEY CENTER,CA_CA_015Unassigned                    Unassigned,46.02585202,,
CDF WARNERS,CA_CA_015Unassigned                    Unassigned,68.37200146,,
CDF White Star,CA_CA_015Unassigned                    Unassigned,87.2653393,,
CDF WITCH CREEK,CA_CA_015Unassigned                    Unassigned,62.509655,,
Corona Work Center/Trabuco RD,CA_CA_015Unassigned                    Unassigned,15.24581826,,
Cottonwood Fire Station,CA_CA_015Unassigned                    Unassigned,76.77088758,,
Descanso,CA_CA_015Unassigned                    Unassigned,70.10669676,,
Descanso Fire Station,CA_CA_015Unassigned                    Unassigned,69.23317602,,
Dripping Springs Fire Station,CA_CA_015Unassigned                    Unassigned,48.97289413,,
El Cariso Fire Station,CA_CA_015Unassigned                    Unassigned,23.26917635,,
El Cariso Hot Shots,CA_CA_015Unassigned                    Unassigned,21.4650496,,
FWS Jamul Fire Station,CA_CA_015Unassigned                    Unassigned,55.21496344,,
Glencliff Fire Station,CA_CA_015Unassigned                    Unassigned,76.53024338,,
Goose Valley W.C./Palomar RD,CA_CA_015Unassigned                    Unassigned,56.24057499,,
Hemet Ryan Air Tanker Base,CA_CA_015Unassigned                    Unassigned,45.82344797,,
"Hemet, CA",CA_CA_015Unassigned                    Unassigned,45.7130274,,
Henshaw Fire Station,CA_CA_015Unassigned                    Unassigned,61.08097572,,
Japatul Fire Station,CA_CA_015Unassigned                    Unassigned,66.4174834,,
Laguna Fire Station,CA_CA_015Unassigned                    Unassigned,80.66508921,,
Lake Elsinore,CA_CA_015Unassigned                    Unassigned,28.65640691,,
Oak Grove Station,CA_CA_015Unassigned                    Unassigned,59.12863729,,
OCFA Cote de Caza Stn 40,CA_CA_015Unassigned                    Unassigned,13.73644316,,
OCFA San Juan Cap Stn 7,CA_CA_015Unassigned                    Unassigned,9.129198312,,
OCFA Santa Margarita Stn 45,CA_CA_015Unassigned                    Unassigned,12.33362058,,
OCFA Silverado Stn 14,CA_CA_015Unassigned                    Unassigned,10.34287452,,
OCFA Trabuco Stn 18,CA_CA_015Unassigned                    Unassigned,13.03731495,,
Palomar,CA_CA_015Unassigned                    Unassigned,55.08031352,,
Palomar Fire Station,CA_CA_015Unassigned                    Unassigned,54.64817527,,
Pine Hills Fire Station,CA_CA_015Unassigned                    Unassigned,68.64235634,,
Ramona Air Attack Base,CA_CA_015Unassigned                    Unassigned,52.42455872,,
San Juan Fire Station,CA_CA_015Unassigned                    Unassigned,17.65979928,,
San Vicente Fire Station,CA_CA_015Unassigned                    Unassigned,59.21223401,,
SCA Barona TFD,CA_CA_015Unassigned                    Unassigned,56.67858421,,
SCA Campo RFPD,CA_CA_015Unassigned                    Unassigned,85.02822191,,
SCA Manzanita TFD,CA_CA_015Unassigned                    Unassigned,86.07548006,,
Silverado Fire Station,CA_CA_015Unassigned                    Unassigned,9.212550593,,
Temescal Fire Station,CA_CA_015Unassigned                    Unassigned,19.26666876,,
Trabuco Fire Station,CA_CA_015Unassigned                    Unassigned,13.03801626,,
"Missouri Valley, Iowa",EA_IA_001Desoto                        Desoto_FED,1.80,,
"Prairie City, Iowa",EA_IA_001Iowa River Corridor           Iowa River_FED,55.50,,
"Tama, Iowa",EA_IA_001Iowa River Corridor           Iowa River_FED,17.00,,
"Wappello, Iowa",EA_IA_001Iowa River Corridor           Iowa River_FED,72.50,,
"McGregor, Iowa-Driftless NWR",EA_IA_001McGregor_Driftless            McGreg_Drift_FED,13.40,,
"Tama, Iowa",EA_IA_001McGregor_Driftless            McGreg_Drift_FED,113.00,,
"Wappello, Iowa",EA_IA_001McGregor_Driftless            McGreg_Drift_FED,137.20,,
"Prairie City, Iowa",EA_IA_001Neal Smith                    Neal Smith_FED,2.50,,
"Wappello, Iowa",EA_IA_001Neal Smith                    Neal Smith_FED,111.40,,
"Prairie City, Iowa",EA_IA_001Port Louisa                   Port Louisa_FED,117.00,,
"Wappello, Iowa",EA_IA_001Port Louisa                   Port Louisa_FED,7.00,,
"Titonka, Iowa-IWMD",EA_IA_001UnionSlough_IA_WMD            UnSlo_IA_WMD_FED,2.10,,
"Titonka, Iowa-US NWR",EA_IA_001UnionSlough_IA_WMD            UnSlo_IA_WMD_FED,2.10,,
"Brussels, IL",EA_IL_001Illinois River FMU            Illinois River FWA,35.919142,,
"Jonesboro, IL",EA_IL_001Illinois River FMU            Illinois River FWA,33.69261831,,
"Marion, IL",EA_IL_001Illinois River FMU            Illinois River FWA,46.97132043,,
Midewin NTP,EA_IL_001Illinois River FMU            Illinois River FWA,90.81832491,,
Murphysboro Work Center,EA_IL_001Illinois River FMU            Illinois River FWA,29.08344437,,
"Vienna, IL",EA_IL_001Illinois River FMU            Illinois River FWA,66.7542499,,
"Wilmington,IL",EA_IL_001Illinois River FMU            Illinois River FWA,90.07883516,,
"Brussels, IL",EA_IL_001Midewin FMU                   Midewin FWA,129.7620128,,
"Jonesboro, IL",EA_IL_001Midewin FMU                   Midewin FWA,62.0958874,,
"Marion, IL",EA_IL_001Midewin FMU                   Midewin FWA,48.48966013,,
Midewin NTP,EA_IL_001Midewin FMU                   Midewin FWA,0.236560657,,
Murphysboro Work Center,EA_IL_001Midewin FMU                   Midewin FWA,66.31450632,,
"Vienna, IL",EA_IL_001Midewin FMU                   Midewin FWA,29.19070818,,
"Wilmington,IL",EA_IL_001Midewin FMU                   Midewin FWA,0.551355506,,
"Brussels, IL",EA_IL_001Savanna FMU                   Savanna FWA,9.7349205,,
"Jonesboro, IL",EA_IL_001Savanna FMU                   Savanna FWA,60.41857139,,
"Marion, IL",EA_IL_001Savanna FMU                   Savanna FWA,73.60568069,,
Midewin NTP,EA_IL_001Savanna FMU                   Savanna FWA,116.0904487,,
Murphysboro Work Center,EA_IL_001Savanna FMU                   Savanna FWA,55.70049607,,
"Vienna, IL",EA_IL_001Savanna FMU                   Savanna FWA,93.52335146,,
"Wilmington,IL",EA_IL_001Savanna FMU                   Savanna FWA,115.3644858,,
"Brussels, IL",EA_IL_001Southern FMU                  Southern FWA,77.21488317,,
"Jonesboro, IL",EA_IL_001Southern FMU                  Southern FWA,8.458497281,,
"Marion, IL",EA_IL_001Southern FMU                  Southern FWA,4.96447237,,
Midewin NTP,EA_IL_001Southern FMU                  Southern FWA,50.95911789,,
Murphysboro Work Center,EA_IL_001Southern FMU                  Southern FWA,12.89585987,,
"Vienna, IL",EA_IL_001Southern FMU                  Southern FWA,24.5346373,,
"Wilmington,IL",EA_IL_001Southern FMU                  Southern FWA,50.19830813,,
"Brussels, IL",EA_IL_001Two Rivers FMU                Two Rivers FWA,9.004849697,,
"Jonesboro, IL",EA_IL_001Two Rivers FMU                Two Rivers FWA,79.54576018,,
"Marion, IL",EA_IL_001Two Rivers FMU                Two Rivers FWA,92.66725995,,
Midewin NTP,EA_IL_001Two Rivers FMU                Two Rivers FWA,134.1768365,,
Murphysboro Work Center,EA_IL_001Two Rivers FMU                Two Rivers FWA,74.74976186,,
"Vienna, IL",EA_IL_001Two Rivers FMU                Two Rivers FWA,112.6812869,,
"Wilmington,IL",EA_IL_001Two Rivers FMU                Two Rivers FWA,133.4605589,,
Indiana Dunes,EA_IN_001Northern Indiana              Northern Indiana,7.677013202,,
Big Oaks NWR - Fire Cache,EA_IN_001Southeastern Indiana          Southeastern Indiana,2.515261683,,
Big Oaks NWR - Office,EA_IN_001Southeastern Indiana          Southeastern Indiana,0.099419522,,
Bedford S.O./Brownstown Ranger,EA_IN_001Southwestern Indiana          Southwestern Indiana,1.191262414,,
Hardin Ridge Warehouse,EA_IN_001Southwestern Indiana          Southwestern Indiana,5.583628061,,
Hoosier Helibase,EA_IN_001Southwestern Indiana          Southwestern Indiana,8.169273912,,
Tell City Ranger District,EA_IN_001Southwestern Indiana          Southwestern Indiana,11.16277958,,
Kenton,EA_MI_001Central_up                    Central_standard,105.8395005,,
Manistique Office,EA_MI_001Central_up                    Central_standard,20.82410069,,
Munising District office,EA_MI_001Central_up                    Central_standard,0.712671372,,
Raco Office,EA_MI_001Central_up                    Central_standard,91.5368022,,
Rapid River,EA_MI_001Central_up                    Central_standard,14.77988908,,
Seney NWR,EA_MI_001Central_up                    Central_standard,34.21979341,,
St. Igance Office,EA_MI_001Central_up                    Central_standard,88.07211795,,
Watersmeet,EA_MI_001Central_up                    Central_standard,119.5692088,,
Kenton,EA_MI_001Central_up                    Central_Wetland,134.6370394,,
Manistique Office,EA_MI_001Central_up                    Central_Wetland,8.260189683,,
Munising District office,EA_MI_001Central_up                    Central_Wetland,28.1292454,,
Raco Office,EA_MI_001Central_up                    Central_Wetland,62.67741942,,
Rapid River,EA_MI_001Central_up                    Central_Wetland,43.88080583,,
Seney NWR,EA_MI_001Central_up                    Central_Wetland,5.314022813,,
St. Igance Office,EA_MI_001Central_up                    Central_Wetland,58.96234831,,
Watersmeet,EA_MI_001Central_up                    Central_Wetland,148.4770882,,
Kenton,EA_MI_001Central_up                    Central_wldrnss,113.0004845,,
Manistique Office,EA_MI_001Central_up                    Central_wldrnss,13.5919866,,
Munising District office,EA_MI_001Central_up                    Central_wldrnss,6.459201144,,
Raco Office,EA_MI_001Central_up                    Central_wldrnss,84.360711,,
Rapid River,EA_MI_001Central_up                    Central_wldrnss,22.01618556,,
Seney NWR,EA_MI_001Central_up                    Central_wldrnss,27.03208874,,
St. Igance Office,EA_MI_001Central_up                    Central_wldrnss,80.8337588,,
Watersmeet,EA_MI_001Central_up                    Central_wldrnss,126.7576479,,
Kenton,EA_MI_001Central_up                    Central_WUI,71.52938658,,
Manistique Office,EA_MI_001Central_up                    Central_WUI,55.4734109,,
Michigan Agency,EA_MI_001Central_up                    Central_WUI,51.76723401,,
Munising District office,EA_MI_001Central_up                    Central_WUI,35.07360745,,
Raco Office,EA_MI_001Central_up                    Central_WUI,125.9168078,,
Rapid River,EA_MI_001Central_up                    Central_WUI,19.88990066,,
Seney NWR,EA_MI_001Central_up                    Central_WUI,68.65616268,,
St. Igance Office,EA_MI_001Central_up                    Central_WUI,122.7505166,,
Watersmeet,EA_MI_001Central_up                    Central_WUI,85.1273921,,
Manistique Office,EA_MI_001Eastern_up                    Eastern_standard,64.37244953,,
Munising District office,EA_MI_001Eastern_up                    Eastern_standard,83.77305635,,
Raco Office,EA_MI_001Eastern_up                    Eastern_standard,6.996146464,,
Rapid River,EA_MI_001Eastern_up                    Eastern_standard,100.0236901,,
Seney NWR,EA_MI_001Eastern_up                    Eastern_standard,50.45436998,,
St. Igance Office,EA_MI_001Eastern_up                    Eastern_standard,2.79818829,,
Watersmeet,EA_MI_001Eastern_up                    Eastern_standard,204.2431943,,
Manistique Office,EA_MI_001Eastern_up                    Eastern_wldrnss,66.61914214,,
Michigan Agency,EA_MI_001Eastern_up                    Eastern_wldrnss,171.9843511,,
Raco Office,EA_MI_001Eastern_up                    Eastern_wldrnss,4.766630428,,
Rapid River,EA_MI_001Eastern_up                    Eastern_wldrnss,102.2715691,,
Seney NWR,EA_MI_001Eastern_up                    Eastern_wldrnss,52.68730915,,
St. Igance Office,EA_MI_001Eastern_up                    Eastern_wldrnss,0.549342339,,
Bessemer,EA_MI_001Eastern_up                    Eastern_WUI,242.1519099,,
Iron River,EA_MI_001Eastern_up                    Eastern_WUI,175.5316523,,
Kenton,EA_MI_001Eastern_up                    Eastern_WUI,187.0072171,,
Manistique Office,EA_MI_001Eastern_up                    Eastern_WUI,61.15667492,,
Michigan Agency,EA_MI_001Eastern_up                    Eastern_WUI,166.6063911,,
Munising District office,EA_MI_001Eastern_up                    Eastern_WUI,80.58415882,,
Ontonagon,EA_MI_001Eastern_up                    Eastern_WUI,205.6338031,,
Raco Office,EA_MI_001Eastern_up                    Eastern_WUI,10.18732494,,
Rapid River,EA_MI_001Eastern_up                    Eastern_WUI,96.80621211,,
Seney NWR,EA_MI_001Eastern_up                    Eastern_WUI,47.25828313,,
St. Igance Office,EA_MI_001Eastern_up                    Eastern_WUI,6.017034955,,
Watersmeet,EA_MI_001Eastern_up                    Eastern_WUI,201.0474647,,
Bessemer,EA_MI_001Western_up                    Western_standard,40.59714982,,
Iron River,EA_MI_001Western_up                    Western_standard,27.47835566,,
Kenton,EA_MI_001Western_up                    Western_standard,14.56608834,,
Manistique Office,EA_MI_001Western_up                    Western_standard,142.4084144,,
Michigan Agency,EA_MI_001Western_up                    Western_standard,33.84918384,,
Ontonagon,EA_MI_001Western_up                    Western_standard,5.428244707,,
Rapid River,EA_MI_001Western_up                    Western_standard,106.8795091,,
Watersmeet,EA_MI_001Western_up                    Western_standard,1.299751243,,
Bessemer,EA_MI_001Western_up                    Western_wldrnss,97.64364955,,
Iron River,EA_MI_001Western_up                    Western_wldrnss,29.97496544,,
