name,tracked_resource,boat,crew,engine,helitack,smoke_jumper
RM_WY_002Baggs-Platte Valley           Baggs-Platte Valley,30,,10,10,30,
RM_WY_002West Laramie                  West Laramie,30,,10,10,30,
RM_WY_002Stateline                     Stateline,,,10,10,30,
RM_WY_002Pathfinder                    Pathfinder,,,10,10,30,
RM_WY_002Red Desert                    Red Desert,,,10,10,30,
RM_WY_002Eastern Counties              Eastern Counties,30,,10,10,30,
RM_WY_002Northern counties             Northern counties,30,,10,10,30,
RM_WY_002North Casper                  North Casper,,,10,10,30,
RM_WY_002Central Checkerboard          Central Checkerboard,,,10,10,30,
NW_OR_003Wilderness                    Siskiyou,90,0,60,60,15,15
NW_OR_003WhiskeyRiver                  WhiskeyRiver,45,0,15,15,15,15
NW_OR_003Unassigned                    Unassigned,45,0,15,15,15,15
NW_OR_003SiskiyouMts                   SiskiyouMtns,45,0,15,15,15,15
NW_OR_003Powers                        Powers,45,0,15,15,15,15
NW_OR_003Plateau                       Plateau,45,0,15,15,15,15
NW_OR_003Monument                      Monument,45,0,15,15,15,15
NW_OR_003MedfordSouthWest              MedfordSouthWest_Pvt,45,0,15,15,15,15
NW_OR_003MedfordSouthWest              MedfordSouthWest,45,0,15,15,15,15
NW_OR_003MedfordSouthEast              MedfordSouthEast_Pvt,45,0,15,15,15,15
NW_OR_003MedfordSouthEast              MedfordSouthEast,45,0,15,15,15,15
NW_OR_003MedfordNorth                  MedfordNorth_Pvt,45,0,15,15,15,15
NW_OR_003MedfordNorth                  MedfordNorth,45,0,15,15,15,15
NW_OR_003HighCascades                  HighCascades,45,0,15,15,15,15
NW_OR_003GrantsPassSouth               GrantsPassSouth_Pvt,45,0,15,15,15,15
NW_OR_003GrantsPassSouth               GrantsPassSouth,45,0,15,15,15,15
NW_OR_003Wilderness                    WildRogue,90,0,60,60,15,15
NW_OR_003Wilderness                    CopperSalmon,90,0,60,60,15,15
NW_OR_003Wilderness                    SkyLakes,90,0,60,60,15,15
NW_OR_003Wilderness                    GrassyKnob,90,0,60,60,15,15
NW_OR_003Wilderness                    Kalmiopsis,90,0,60,60,15,15
NW_OR_003Wilderness                    RedButtes,90,0,60,60,15,15
NW_OR_003WildRiversWest                WildRiversWest,45,0,15,15,15,15
NW_OR_003WildRiversEast                WildRiversEast,45,0,15,15,15,15
NW_OR_003GoldBeach                     GoldBeach,45,0,15,15,15,15
NW_OR_003GrantsPassNorth               GrantsPassNorth,45,0,15,15,15,15
NW_OR_003GrantsPassNorth               GrantsPassNorth_Pvt,45,0,15,15,15,15
NW_OR_003Wilderness                    SodaMtn,90,0,60,60,15,15
CA_CA_014Unassigned                    Unassigned,,,,,,
CA_CA_014BLM W-C Mojave Desert WildlifeBLM WC Mojave Desert,0,0,0,0,0,0
CA_CA_014BLM Palm Springs              BLM Palm Springs,0,0,0,0,0,0
CA_CA_014BLM North Slope BDF Mtns      BLM N Slope BDF Mtns,0,0,0,0,0,0
CA_CA_014BLM North Slope BDF Mtns      BLM E Slope BDF Mtns,0,0,0,0,0,0
CA_CA_014BLM Coachella Valley          BLM Coachella Valley,0,0,0,0,0,0
CA_CA_014BLM Big Morongo               BLM Big Morongo,0,0,0,0,0,0
CA_CA_014BIA Suppression               BIA South,0,0,0,0,0,0
CA_CA_014BIA Suppression               BIA Central,0,0,0,0,0,0
CA_CA_014BIA Suppression               BIA North,0,0,0,0,0,0
CA_CA_014BDF Threat                    BDF Threat South,0,0,0,0,0,0
CA_CA_014BDF Threat                    BDF Threat North,0,0,0,0,0,0
CA_CA_014BDF Wilderness                BDF SJ Wilderness,0,0,120,120,30,0
CA_CA_014BDF Wilderness                BDF SG Wilderness,0,0,120,120,30,0
CA_CA_014BDF Wilderness                BDF MT Wilderness,0,0,120,120,30,0
CA_CA_014BDF Wilderness                BDF Cajon Wilderness,0,0,120,120,30,0
CA_CA_014BDF Suppression               BDF San Jacinto East,0,0,0,0,0,0
CA_CA_014BDF Suppression               BDF Idyllwild Supp,0,0,0,0,0,0
CA_CA_014BDF Suppression               BDF SJ W Suppression,0,0,0,0,0,0
CA_CA_014BDF Suppression               BDF MT Suppression,0,0,0,0,0,0
CA_CA_014BDF Suppression               BDF FC Suppression,0,0,0,0,0,0
CA_CA_009Mount_Whitney                 General_Use_Inyos,0,0,30,30,0,0
CA_CA_009White_Mountain                WUI_TriLongValleys,0,0,15,15,0,0
CA_CA_009White_Mountain                Wilderness_JohnMuir,0,0,120,120,0,0
CA_CA_009White_Mountain                Wilderness_BdryWhite,0,0,120,120,0,0
CA_CA_009White_Mountain                General_Use_Whites,0,0,30,30,0,0
CA_CA_009White_Mountain                General_Use_MontPass,0,0,30,30,0,0
CA_CA_009White_Mountain                General_Use_Coyote,0,0,45,45,0,0
CA_CA_009White_Mountain                General_Use_Casa,0,0,30,30,0,0
CA_CA_009Mammoth                       WUI_MamCviewHcreek,0,0,30,30,0,0
CA_CA_009Mammoth                       Wilderness_AnselMuir,0,0,120,120,0,0
CA_CA_009Mammoth                       General_Use_SoGlass,0,0,30,30,0,0
CA_CA_009Mono_Lake                     WUI_Topaz,0,0,20,20,0,0
CA_CA_009Mono_Lake                     WUI_PumiceValley,0,0,15,15,0,0
CA_CA_009Mono_Lake                     WUI_CowtrackMono,0,0,45,45,0,0
CA_CA_009Mono_Lake                     WUI_Bodie_Anchorite,0,0,30,30,0,0
CA_CA_009Mono_Lake                     WUI_Adobe_BentonVly,0,0,30,30,0,0
CA_CA_009Mono_Lake                     Wilderness_GraniteMt,0,0,30,30,0,0
CA_CA_009Mono_Lake                     Wilderness_AdamsHoov,0,0,30,30,0,0
CA_CA_009Mono_Lake                     General_Use_Pizona,0,0,60,60,0,0
CA_CA_009Mono_Lake                     General_Use_MonoGlas,0,0,30,30,0,0
CA_CA_009Mount_Whitney                 WUI_SouthOwensVly,0,0,15,15,0,0
CA_CA_009Mount_Whitney                 Wilderness_MuirTrout,0,0,45,45,0,0
CA_CA_009Mount_Whitney                 Wilderness_InyoMtns,0,0,120,120,0,0
CA_CA_004Mt. Shasta Wilderness         Mt_Shasta_Wilderness,0,0,60,60,20,30
CA_CA_004Sacramento River Canyon       Sacramento_River_Cyn,30,0,30,30,15,0
CA_CA_004Klamath Non-DPA               Klamath_Non_DPA,30,0,30,30,15,0
CA_CA_004McCloud                       McCloud,30,0,30,30,15,0
CA_CA_004Sacramento River Non-DPA      Sacramento_R_NonDPA,30,0,30,30,15,0
CA_CA_004Chanchelulla Wilderness       Chanchelulla_Wilder,0,0,60,60,20,30
CA_CA_004Castle Crags Wilderness       Castle_Crags_Wilder,0,0,60,60,20,30
CA_CA_004Ishi Non-DPA                  Ishi_Non_DPA,30,0,20,30,15,0
CA_CA_004Iron Canyon                   Iron_Canyon,30,0,30,30,15,0
CA_CA_004Hayfork-Yolla Bolla           Hayfork_Yolla_Bolla,30,0,30,30,15,0
CA_CA_004Big Bar                       Big_Bar,30,0,30,30,15,0
CA_CA_004Whiskeytown NRA               Whiskeytown_NRA,0,0,30,30,15,0
CA_CA_004Trinity NRA                   Trinity_NRA,30,0,30,30,15,0
CA_CA_004Yolla Bolly Non-DPA           Yolla_Bolly_Non_DPA,30,0,30,30,20,0
CA_CA_004Yolla Bolla Wilderness        Yolla_Bolla_Wildern,0,0,60,60,20,30
CA_CA_004Weaverville                   Weaverville,30,0,30,30,15,0
CA_CA_004USFS 3 Non-DPA                USFS_3_Non_DPA,30,0,30,30,15,0
CA_CA_004Trinity Non-DPA               Trinity_Non_DPA,30,0,30,30,20,0
CA_CA_004Trinity Alps Wilderness       Trinity_Alps_Wilder,0,0,60,60,20,30
CA_CA_004Shasta Non-DPA                Shasta_Non_DPA,30,0,30,30,15,0
CA_CA_004Shasta NRA                    Shasta_NRA,30,0,30,30,15,0
CA_CA_010BLM-Panoche WSA N and S       BLM-Panoche N and S,35,,30,30,10,15
CA_CA_010BLM-Hopper Mountain           BLM-Hopper Mountain,35,,30,30,10,15
CA_CA_010BLM-Fort Ord Area             BLM-Fort Ord Area,35,,30,30,10,15
CA_CA_010BLM-Foothill                  BLM-Scattered (F),35,,30,30,10,15
CA_CA_010BLM-Clear Creek Serpentine AC BLM-Clear Creek Serp,35,,30,30,10,15
CA_CA_010NPS-SAMO Threat               NPS-SAMO Threat,35,,30,30,10,15
CA_CA_010NPS-SAMO DPA                  NPS-SAMO DPA,35,,30,30,10,15
CA_CA_010NPS-CHIS                      NPS-CHIS,35,,30,30,10,15
CA_CA_010LPF-Wilderness South          LPF-Wilderness South,35,,30,30,10,15
CA_CA_010LPF-Sespe Wilderness          LPF-Sespe Wilderness,35,,30,30,10,15
CA_CA_010LPF-Santa Lucia North Threat  LPF-San Lucia Threat,35,,30,30,10,15
CA_CA_010LPF-Santa Lucia North         LPF-Santa Lucia N,35,,30,30,10,15
CA_CA_010LPF-Santa Barbara/ Ojai ThreatLPF-SB/ Ojai Threat,35,,30,30,10,15
CA_CA_010LPF-Santa Barbara/ Ojai Mid   LPF-SB/ Ojai Mid,35,,30,30,10,15
CA_CA_010LPF-Santa Barbara/ Ojai Front LPF-SB/ Ojai Front,35,,30,30,10,15
CA_CA_010LPF-Mt Pinos Threat           LPF-Mt Pinos Threat,35,,30,30,10,15
CA_CA_010LPF-Mt Pinos                  LPF-Mt Pinos,35,,30,30,10,15
CA_CA_010LPF-Monterey Wilderness       LPF-Monterey Wilder,35,,30,30,10,15
CA_CA_010LPF-Monterey Threat           LPF-Monterey Threat,35,,30,30,10,15
CA_CA_010LPF-Monterey General Forest   LPF-Monterey Genera,35,,30,30,10,15
CA_CA_010LPF-Big Sur Coast             LPF-Big Sur Coast,35,,30,30,10,15
CA_CA_010LPF-166 Corridor Threat       LPF-166 Corr Threat,35,,30,30,10,15
CA_CA_010LPF-166 Corridor              LPF-166 Corridor,35,,30,30,10,15
CA_CA_010FWS-Hopper                    FWS-Hopper,35,,30,30,10,15
CA_CA_010BLM-Ventana Contiguous WSA    BLM-Ventana Contigu,35,,30,30,10,15
CA_CA_010BLM-Valley                    BLM-Scattered (V),35,,30,30,10,15
CA_CA_010BLM-Valley                    BLM-Atwell Island,35,,30,30,10,15
CA_CA_010BLM-Santa Margarita           BLM-Santa Margarita,35,,30,30,10,15
CA_CA_010BLM-San Joaquin Valley South  BLM-San Joaquin ValS,35,,30,30,10,15
CA_CA_010BLM-San Joaquin South Continu BLM-San Joaquin S,35,,30,30,10,15
CA_CA_010BLM-San Benito Natural Area   BLM-San Benito Natur,35,,30,30,10,15
CA_CA_010BLM-Hernandez Valley          BLM-Hernandez Valley,35,,30,30,10,15
CA_CA_010BLM-Foothill                  BLM-San Joaquin Rive,35,,30,30,10,15
CA_CA_010BLM-Coastal                   BLM-Coastal,35,,30,30,10,15
CA_CA_010BLM-Coast Dairies Santa Cruz  BLM-Coast Dairies SC,35,,30,30,10,15
CA_CA_010BLM-Carrizo Plain Threat      BLM-Carrizo Threat,35,,30,30,10,15
CA_CA_010BLM-Carrizo                   BLM-Carrizo,35,,30,30,10,15
CA_CA_010BLM-Bay-Delta Santa Clara Val BLM-Bay-Delta Sa Cla,35,,30,30,10,15
CA_CA_010BIA-Southern CA Agency        BIA-Table Mtn,35,,30,30,10,15
CA_CA_010BIA-Southern CA Agency        BIA-Santa Ynez,35,,30,30,10,15
CA_CA_010BIA-Southern CA Agency        BIA-Santa Rosa,35,,30,30,10,15
CA_CA_010BIA-Southern CA Agency        BIA-Picayune,35,,30,30,10,15
CA_CA_010Unassigned                    Unassigned,35,,30,30,10,15
CA_CA_010NPS-PINN Threat               NPS-PINN Threat,35,,30,30,10,15
CA_CA_010NPS-PINN DPA                  NPS-PINN DPA,35,,30,30,10,15
CA_CA_010LPF-Mtn Communities           LPF-Mtn Communities,35,,30,30,10,15
CA_CA_010FWS-N Interior                FWS-N Interior,35,,30,30,10,15
CA_CA_010FWS-N Coastal                 FWS-N Coastal,35,,30,30,10,15
CA_CA_010BLM-Valley                    BLM-West Valley,35,,30,30,10,15
CA_CA_010BLM-Valley                    BLM-Kettleman/Panoch,35,,30,30,10,15
CA_CA_010BLM-Sierra de Salinas WilliamsBLM-Sierra de Salina,35,,30,30,10,15
CA_CA_010BLM-Santa Margarita           BLM-Cypress Mountain,35,,30,30,10,15
CA_CA_010BLM-Parkfield                 BLM-Hollister Parkfi,35,,30,30,10,15
CA_CA_012FMG_Wilderness                Greenline_Wild,30,,10,10,5,
CA_CA_012FMG_Forest                    Greenline_East,30,0,15,15,5,0
CA_CA_012FMG_Forest                    Greenline_West,15,,15,15,5,
CA_CA_012FMG_Forest                    Non_Greenline_West,20,0,10,10,5,0
CA_CA_012FMG_Forest                    Non_Greenline_East,30,0,15,15,5,0
CA_CA_012FMG_Threat                    Threat_West,0,0,15,15,5,0
CA_CA_012FMG_Unassigned                Unassigned,,,,,,
CA_CA_012FMG_Threat                    Threat_East,0,,15,15,5,
CA_CA_012FMG_Wilderness                Non_Greenline_Wild,30,0,10,10,5,0
GB_ID_002Rapid River                   Rapid River_6,1080,0,150,150,25,25
GB_ID_002Little Salmon                 Little Salmon,1080,0,60,60,15,25
GB_ID_002French Creek                  French Creek,1080,0,90,90,20,25
GB_ID_002River Break                   River Break,1080,0,1080,1080,30,30
GB_ID_002Chamberlain                   Chamberlain,1080,0,0,0,45,30
GB_ID_002Upper Danskin                 Upper Danskin,20,0,30,30,10,20
GB_ID_002BOP South                     BOP South_48,,,,,,
GB_ID_002Garden Valley                 Garden Valley_25,240,0,90,90,30,30
GB_ID_002Lower Danskin                 Lower Danskin,20,0,20,20,10,20
GB_ID_002Juniper                       Juniper,50,0,60,60,10,20
GB_ID_002Grandview                     Grandview,15,0,20,20,10,20
GB_ID_002BOP East                      BOP East_44,20,0,20,30,10,20
GB_ID_002Riddle                        Riddle,50,0,60,60,10,20
GB_ID_002Pine                          Pine_37,120,0,90,90,30,30
GB_ID_002Garden Valley                 Garden Valley_28,240,0,90,90,30,30
GB_ID_002Upper Danskin 3A              Upper Danskin_3A,20,0,30,30,10,20
GB_ID_002Pine                          Pine_35,120,0,90,90,30,30
GB_ID_002BOP South                     BOP South_45,20,0,20,20,10,20
GB_ID_002BOP South                     BOP South_47,20,0,20,20,10,20
GB_ID_002BOP South                     BOP South_49,20,0,20,20,10,20
GB_ID_002Canyonlands                   Canyonlands,60,0,60,60,10,20
GB_ID_002BOP West Owyhee               BOP West Owyhee_43,20,0,20,20,10,20
GB_ID_002Northern/Silver City          Northern/Silver City,60,0,60,60,10,20
GB_ID_002BOP West                      BOP West_41,20,0,20,20,10,20
GB_ID_002Grasmere                      Grasmere,20,0,30,30,10,20
GB_ID_002Sweet                         Sweet,25,0,30,30,10,20
GB_ID_002Warm Lake                     Warm Lake,1080,0,45,45,30,30
GB_ID_002Upper Castle Creek            Upper Castle Creek,50,0,60,60,10,20
GB_ID_002Owyhee Front                  Owyhee Front,50,0,60,60,10,20
GB_ID_002Boise Front                   Boise Front,30,0,30,30,10,20
GB_ID_002Middle Fork Boise             Middle Fork Boise,1080,0,120,120,30,30
GB_ID_002Idaho City                    Idaho City,60,0,60,60,30,30
GB_ID_002Trapper Flat                  Trapper Flat,1080,0,120,120,30,30
GB_ID_002Curlew                        Curlew,10,0,0,0,5,20
GB_ID_002Lowman                        Lowman,600,0,75,75,30,30
GB_ID_002SW IDL                        SW IDL,30,0,30,30,15,15
GB_ID_002Weiser/Big Willow             Weiser/Big Willow,50,0,60,60,10,20
GB_ID_002Goodrich South                Goodrich South,50,0,60,60,10,20
GB_ID_002Sage Hen                      Sage Hen,240,0,30,30,30,30
GB_ID_002Cuddy                         Cuddy_20,30,0,45,0,15,15
GB_ID_002Westside                      Westside,30,0,60,60,20,20
GB_ID_002Middle Fork Payette           Middle Fork Payette,1080,0,75,75,30,30
GB_ID_002Bear Valley                   Bear Valley,0,0,120,120,45,60
GB_ID_002Goodrich North                Goodrich North,50,0,60,60,15,15
GB_ID_002Yellow Pine                   Yellow Pine,1080,0,90,90,45,60
GB_ID_002Snake River                   Snake River,50,0,60,60,10,20
GB_ID_002North Central                 North Central,30,0,60,60,20,20
GB_ID_002Cuddy                         Cuddy_13,30,0,45,45,15,15
GB_ID_002Council                       Council,20,0,30,30,15,15
GB_ID_002Hells Canyon                  Hells Canyon,1080,0,90,90,15,15
GB_ID_002Hettinger Ranch               Hettinger Ranch,1080,0,90,90,20,20
GB_ID_002Marshall Mtn                  Marshall Mtn,1080,0,90,90,20,25
GB_ID_002Rapid River                   Rapid River_8,1080,0,150,0,25,25
GB_ID_002South Fork                    South Fork,1080,0,90,90,20,20
GB_ID_003LOST RIVER                    LOST RIVER,,,30,30,0,
GB_ID_003SOUTH WILDERNESS              SOUTH WILDERNESS,,,30,30,0,15
GB_ID_003SOUTH SALMON                  SOUTH SALMON,,,30,30,0,
GB_ID_003NON_WILDERNESS_FUA            NON_WILDERNESS_FUA,,,30,30,0,15
GB_ID_003COBALT                        COBALT,,,30,30,0,
GB_ID_003NORTH WILDERNESS              NORTH WILDERNESS,,,30,30,0,15
GB_ID_003LEMHI                         LEMHI,,,30,30,0,
GB_ID_003NORTH FORK                    NORTH FORK,,,30,30,0,
GB_ID_003PIONEER                       PIONEER,,,30,30,0,
GB_NV_001Eugenes/Slumbering Hills      (South) Eugenes/Slu,30,,30,10,10,10
GB_NV_001Sonoma                        (West) Sonoma,30,,30,10,10,10
GB_NV_001East Range                    East Range,30,,30,10,10,10
GB_NV_001Black Rock/High Road NCA      (High) Black Rock/H,30,,30,10,10,10
GB_NV_001Continental Lake              Continental Lake,30,,30,10,10,10
GB_NV_001Stillwater                    Stillwater,30,,30,10,10,10
GB_NV_001Desert Valley                 (East) Desert Valley,30,,30,10,10,10
GB_NV_001Trinity                       (N. West) Trinity,30,,30,10,10,10
GB_NV_001Trinity                       (North) Trinity,30,,30,10,10,10
GB_NV_001Valley                        (North) Valley,30,,30,10,10,10
GB_NV_001Rye Patch                     (South) Rye Patch,30,,30,10,10,10
GB_NV_001Silver State                  (South) Silver State,30,,30,10,10,10
GB_NV_001Hot Springs                   Hot Springs,30,,30,10,10,10
GB_NV_001Winnemucca/Golconda           Winnemucca/Golconda,30,,30,10,10,10
GB_NV_001Granite                       (North) Granite,30,,30,10,10,10
GB_NV_001Desert Valley                 (West) Desert Valley,30,,30,10,10,10
GB_NV_001Iron Point                    Iron Point,30,,30,10,10,10
GB_NV_001Valley                        (West) Valley,30,,30,10,10,10
GB_NV_001Valley                        (South) Valley,30,,30,10,10,10
GB_NV_001Valley                        (East) Valley,30,,30,10,10,10
GB_NV_001Montana Mtns.                 Montana Mtns.,30,,30,10,10,10
GB_NV_001Silver State                  (North) Silver State,30,,30,10,10,10
GB_NV_001Black Rock/High Road NCA      (Wilderness) Black,30,,30,10,10,10
GB_NV_001Granite                       Summit Lake BIA,30,,30,10,10,10
GB_NV_001Eugenes/Slumbering Hills      (North) Eugenes/Slu,30,,30,10,10,10
GB_NV_001Granite                       (South) Granite,30,,30,10,10,10
GB_NV_001Valmy                         Valmy,30,,30,10,10,10
GB_NV_001Gerlach/Empire                Empire - Gerlach/Em,30,,30,10,10,10
GB_NV_001Gerlach/Empire                Gerlach - Gerlach/E,30,,30,10,10,10
GB_NV_001Denio                         Denio,30,,30,10,10,10
GB_NV_001Desert Valley                 Quinn River BIA,30,,30,10,10,10
GB_NV_001Rye Patch                     (North) Rye Patch,30,,30,10,10,10
GB_NV_001Sonoma                        (South) Sonoma,30,,30,10,10,10
GB_NV_001Sonoma                        (East) Sonoma,30,,30,10,10,10
GB_NV_001Humboldt                      Humboldt,30,,30,10,10,10
GB_NV_001Jackson                       Jackson,30,,30,10,10,10
GB_NV_001Blue Wing/Seven Troughs       (South) Blue Wing/S,30,,30,10,10,10
GB_NV_001Blue Wing/Seven Troughs       (Central) Blue Wing,30,,30,10,10,10
GB_NV_001Blue Wing/Seven Troughs       (North) Blue Wing/S,30,,30,10,10,10
GB_NV_001Pine Forest/McGee Mtn.        (N. West) Pine Fore,30,,30,10,10,10
GB_NV_001Pine Forest/McGee Mtn.        (S. East) Pine Fore,30,,30,10,10,10
GB_NV_001Santa Rosa - FS               (East) Santa Rosa(2),30,,30,10,10,10
GB_NV_001Santa Rosa - FS               (Wilderness) Santa,30,,30,10,10,10
GB_NV_001Santa Rosa - FS               (West) Santa Rosa,30,,30,10,10,10
GB_NV_001Santa Rosa - BLM              (East) Santa Rosa,30,,30,10,10,10
GB_NV_001Winnemucca/Golconda           Winnemucca BIA,30,,30,10,10,10
GB_NV_001I-80 Corridor Communities     Lovelock - I-80 Cor,30,,30,10,10,10
GB_NV_001I-80 Corridor Communities     Unionville - I-80 C,30,,30,10,10,10
GB_NV_001I-80 Corridor Communities     Oreana - I-80 Corri,30,,30,10,10,10
GB_NV_001I-80 Corridor Communities     Imlay - I-80 Corrid,30,,30,10,10,10
GB_NV_001Black Rock/High Road NCA      Black Rock/High Roa,30,,30,10,10,10
GB_NV_001Trinity                       (South) Trinity,30,,30,10,10,10
GB_NV_001Trinity                       (East) Trinity,30,,30,10,10,10
GB_NV_001Trinity                       (West) Trinity,30,,30,10,10,10
GB_NV_001Santa Rosa - BLM              (South) Santa Rosa,30,,30,10,10,10
GB_NV_001Santa Rosa - BLM              (North) Santa Rosa,30,,30,10,10,10
GB_NV_001Orovada/McDermitt             McDermitt BIA,30,,30,10,10,10
GB_NV_001Orovada/McDermitt             Orovada/McDermitt,30,,30,10,10,10
GB_NV_001Paradise Valley               Paradise Valley,30,,30,10,10,10
GB_NV_003Mill_Little_Walker            Mill_Little_Walker,35,,30,30,10,10
GB_NV_003Carson_Iceburg_Wilderness     Carson_Ice_Wild,,,35,35,10,10
GB_NV_003Hoover_Wilderness             Hoover_Wilderness,,,30,30,15,15
GB_NV_003Sweetwater                    Sweetwater,35,,30,30,10,10
GB_NV_003Bridgeport_WUI                Bridgeport_WUI_S,35,,30,30,15,15
GB_NV_003Aurora                        Aurora,0,0,45,45,10,10
GB_NV_003Bald_Mountain                 Bald_Mountain,35,,35,35,10,10
GB_NV_003HTF_Excelcior                 HTF_Excelcior,35,,30,30,10,10
GB_NV_003Dog_Valley                    Dog_Valley,20,,15,15,10,10
GB_NV_003Reno_Sparks                   Reno_Sparks,20,,15,15,10,10
GB_NV_003Como                          Como_E,,,30,30,15,15
GB_NV_003Pyramid_Lake                  Pyramid_Lake_N,,,20,20,10,10
GB_NV_003Fish_Springs                  Fish_Springs,35,,30,30,10,10
GB_NV_003Unassigned                    Unassigned_CEN,15,,15,15,15,15
GB_NV_003Pyramid_Lake                  Pyramid_Lake_S,25,,20,20,10,10
GB_NV_003Walker                        Walker,30,,25,25,10,10
GB_NV_003Slinkard                      Slinkard,35,0,30,30,10,10
GB_NV_003Como                          Como_W,,,30,30,15,15
GB_NV_003Bridgeport_WUI                Bridgeport_WUI_N,35,,30,30,15,15
GB_NV_003Unassigned                    Unassigned_W,15,,15,15,15,15
GB_NV_003Unassigned                    Unassigned_NW,15,,15,15,15,15
GB_NV_003Unassigned                    Unassigned_NE,15,,15,15,15,15
GB_NV_003Carson_River                  Carson_River_N,30,,25,25,10,10
GB_NV_003Unassigned                    Unassigned_SE,15,,15,15,15,15
GB_NV_003Carson_Front                  Carson_Front_N,20,,15,15,5,5
GB_NV_003Lahontan_Basin                Lahontan_Basin,20,,15,15,10,10
GB_NV_003Stillwater_NWR                Stillwater_NWR,20,,15,15,10,10
GB_NV_003Pyramid_Lake                  Pyramid_Lake,0,0,0,0,0,0
GB_NV_003Mustang                       Mustang,25,,20,20,10,10
GB_NV_003Carson_River                  Carson_River_S,30,,25,25,10,10
GB_NV_003Lyon_Basin                    Lyon_Basin,50,,45,45,15,15
GB_NV_003Mineral_Basin                 Mineral_Basin,50,,45,45,10,10
GB_NV_003Churchill_Basin               Churchill_Basin,25,,20,20,10,10
GB_NV_003Churchill_Ranges              Churchill_Ranges,35,,30,30,10,10
GB_NV_003Wassuk_Range                  Wassuk_Range,50,,45,45,10,10
GB_NV_003Reno_Highliands               Reno_Highliands,20,,15,15,10,10
GB_NV_003Mount_Rose_Wilderness         Mount_Rose,,,45,45,15,15
GB_NV_003Carson_Front                  Carson_Front_S,20,,15,15,5,5
GB_NV_003HTF_Alpine                    HTF_Alpine,25,,20,20,10,10
GB_NV_003Mokleume                      Mokleume,,,30,30,15,15
GB_NV_003Monitor                       Monitor,25,,20,20,10,10
GB_NV_003BLM_Alpine                    BLM_Alpine,25,0,20,20,30,0
GB_NV_004YOMBA_IONE                    YOMBA_WUI,90,0,0,60,0,60
GB_NV_004DESERT_TORTOISE               TORTOISE,90,0,0,30,0,30
GB_NV_004CARICO_LAKE                   SILVER_CREEK,90,0,0,60,0,60
GB_NV_004FISH_CREEK_RNG_SHOSHONE_MTS   SHOSHONE,90,0,0,60,0,60
GB_NV_004BIG_HORN                      BIGHORN_SOUTH,90,0,0,60,0,60
GB_NV_004ANTELOPE_RANGE                ANTELOPE_WSA,0,0,0,60,0,60
GB_NV_004ANTELOPE_RANGE                ANTELOPE_SOUTH,90,0,0,60,0,60
GB_NV_004ANTELOPE_RANGE                ANTELOPE_CENTRAL,90,0,0,60,0,60
GB_NV_004REESE_RIVER_GRASS_VALLEY      ANTELOPE_VALLEY,90,0,0,60,0,60
GB_NV_004REESE_RIVER_GRASS_VALLEY      REESE_RIVER,90,0,0,60,0,60
GB_NV_004RAILROAD_VALLEY               RAILROAD_VALLEY,90,0,0,60,0,60
GB_NV_004PARADISE_IONE                 PARADISE_SOUTH,90,0,0,30,0,30
GB_NV_004PARADISE_IONE                 PARADISE_NORTH,90,0,0,60,0,60
GB_NV_004LIDA                          PALMETTO,90,0,0,60,0,60
GB_NV_004MONITOR_SMOKY                 MONITOR_WEST,90,0,0,60,0,60
GB_NV_004MONTE_CRISTO                  MC_NORTH,90,0,0,60,0,60
GB_NV_004LIDA                          LIDA_WUI,90,0,0,60,0,60
GB_NV_004KINGSTON                      KINSTON_WUI,90,0,0,60,0,60
GB_NV_004YOMBA_IONE                    IONE_WUI,90,0,0,60,0,60
GB_NV_004EUREKA_DIAMOND_VALLEY         DIAMOND_VALLEY,90,0,0,60,0,60
GB_NV_004CRESCENT_VALLEY               CRESCENT_VALLEY_WUI,90,0,0,60,0,30
GB_NV_004BIG_SMOKY                     BIG_SMOKY_WEST,90,0,0,60,0,60
GB_NV_004AUSTIN                        BIG_CREEK,90,0,0,60,0,60
GB_NV_004EUREKA_DIAMOND_VALLEY         WHISTLER,90,0,0,60,0,60
GB_NV_004SUPPRESSION                   SUPPRESSION,60,0,0,30,0,15
GB_NV_004WUI_SUPPRESSION               WUI_SUPPRESSION,90,0,0,60,0,60
GB_NV_004WFU                           WFU,90,0,0,30,0,30
GB_NV_004THREE_BARS                    SIMPSON,90,0,0,60,0,15
GB_NV_004ROBERTS                       ROBERTS,90,0,0,60,0,60
GB_NV_004REVEILLE                      REVEILLE_WEST,90,0,0,60,0,60
GB_NV_004SMITH_CREEK_VALLEY            SMITH_CREEK,90,0,0,60,0,60
GB_NV_004BIG_HORN                      BIGHORN_NORTH,90,0,0,60,0,60
GB_NV_004BATTLE_MOUNTAIN               BATTLE_MOUNTAIN_WUI,90,0,0,60,0,60
GB_NV_004FISH_CREEK_RNG_SHOSHONE_MTS   ANTLER_PEAK,60,0,0,30,0,15
GB_NV_004ANTELOPE_RANGE                ANTELOPE_NORTH,90,0,0,60,0,60
GB_NV_004CARICO_LAKE                   RAVENSWOOD,90,0,0,60,0,60
GB_NV_004MANHATTAN                     MANHATTAN_WUI,90,0,0,60,0,60
GB_NV_004MONITOR_SMOKY                 MONITOR_EAST,90,0,0,60,0,60
GB_NV_004MOJAVE                        MOJAVE,90,0,0,60,0,60
GB_NV_004MONTE_CRISTO                  MC_SOUTH,90,0,0,60,0,60
