name,fpu,walk_in_percent,pump_and_roll_percent,head_attack,tail_attack,parallel_attack,attack_distance,water_drops_allowed,exclude_from_irs,discovery_size,escape_limit_time,escape_limit_size,air_to_ground_coefficient,initial_delay,DISPATCH_LOGIC_ID,dispatch_logic_name
NW_OR_003Wilderness                    RedButtes,NW_OR_003,95,0,100,0,0,0,y,n,0.001,1080,A100,1.6,0,64300096,NW_OR_003Wilderness
NW_OR_003Wilderness                    CopperSalmon,NW_OR_003,90,0,100,0,0,0,y,n,0.001,1080,A100,1.6,0,64300096,NW_OR_003Wilderness
NW_OR_003Wilderness                    Kalmiopsis,NW_OR_003,95,0,100,0,0,0,y,n,0.001,1080,A100,1.6,0,64300096,NW_OR_003Wilderness
NW_OR_003Wilderness                    Siskiyou,NW_OR_003,95,0,100,0,0,0,y,n,0.001,1080,A100,1.6,0,64300096,NW_OR_003Wilderness
NW_OR_003GoldBeach                     GoldBeach,NW_OR_003,30,0,100,0,0,0,y,n,0.001,1080,A100,1.6,0,64300097,NW_OR_003FS Protection
NW_OR_003WildRiversEast                WildRiversEast,NW_OR_003,30,0,100,0,0,0,y,n,0.001,1080,A100,1.6,0,64300097,NW_OR_003FS Protection
NW_OR_003WildRiversWest                WildRiversWest,NW_OR_003,30,0,100,0,0,0,y,n,0.001,1080,A100,1.6,0,64300097,NW_OR_003FS Protection
NW_OR_003HighCascades                  HighCascades,NW_OR_003,30,0,100,0,0,0,y,n,0.001,1080,A100,1.6,0,64300097,NW_OR_003FS Protection
NW_OR_003Powers                        Powers,NW_OR_003,30,0,100,0,0,0,y,n,0.001,1080,A100,1.6,0,64300097,NW_OR_003FS Protection
NW_OR_003SiskiyouMts                   SiskiyouMtns,NW_OR_003,30,0,100,0,0,0,y,n,0.001,1080,A100,1.6,0,64300097,NW_OR_003FS Protection
NW_OR_003Plateau                       Plateau,NW_OR_003,30,0,100,0,0,0,y,n,0.001,1080,A100,1.6,0,64300097,NW_OR_003FS Protection
NW_OR_003GrantsPassNorth               GrantsPassNorth,NW_OR_003,30,0,100,0,0,0,y,n,0.001,1080,A100,1.6,0,64300098,NW_OR_003ODF Protection
NW_OR_003GrantsPassSouth               GrantsPassSouth,NW_OR_003,30,0,100,0,0,0,y,n,0.001,1080,A100,1.6,0,64300098,NW_OR_003ODF Protection
NW_OR_003MedfordNorth                  MedfordNorth,NW_OR_003,30,0,100,0,0,0,y,n,0.001,1080,A100,1.6,0,64300098,NW_OR_003ODF Protection
NW_OR_003MedfordSouthEast              MedfordSouthEast,NW_OR_003,30,0,100,0,0,0,y,n,0.001,1080,A100,1.6,0,64300098,NW_OR_003ODF Protection
NW_OR_003MedfordSouthWest              MedfordSouthWest,NW_OR_003,30,0,100,0,0,0,y,n,0.001,1080,A100,1.6,0,64300098,NW_OR_003ODF Protection
NW_OR_003Monument                      Monument,NW_OR_003,30,0,100,0,0,0,y,n,0.001,1080,A100,1.6,0,64300098,NW_OR_003ODF Protection
NW_OR_003WhiskeyRiver                  WhiskeyRiver,NW_OR_003,30,0,100,0,0,0,y,n,0.001,1080,A100,1.6,0,64300098,NW_OR_003ODF Protection
NW_OR_003GrantsPassNorth               GrantsPassNorth_Pvt,NW_OR_003,30,0,100,0,0,0,y,n,0.001,1080,A100,1.6,0,64300099,NW_OR_003Private/WUI
NW_OR_003GrantsPassSouth               GrantsPassSouth_Pvt,NW_OR_003,30,0,100,0,0,0,y,n,0.001,1080,A100,1.6,0,64300099,NW_OR_003Private/WUI
NW_OR_003MedfordNorth                  MedfordNorth_Pvt,NW_OR_003,30,0,100,0,0,0,y,n,0.001,1080,A100,1.6,0,64300099,NW_OR_003Private/WUI
NW_OR_003MedfordSouthEast              MedfordSouthEast_Pvt,NW_OR_003,30,0,100,0,0,0,y,n,0.001,1080,A100,1.6,0,64300099,NW_OR_003Private/WUI
NW_OR_003MedfordSouthWest              MedfordSouthWest_Pvt,NW_OR_003,30,0,100,0,0,0,y,n,0.001,1080,A100,1.6,0,64300099,NW_OR_003Private/WUI
NW_OR_003Unassigned                    Unassigned,NW_OR_003,30,0,100,0,0,0,y,y,0.001,1080,A100,1.6,0,64300099,NW_OR_003Private/WUI
CA_CA_014BDF Wilderness                BDF Cajon Wilderness,CA_CA_014,100,0,100,0,0,0,y,n,8,720,A300,1.6,0,64312611,CA_CA_014BDF Wilderness FMU
CA_CA_014BDF Wilderness                BDF SG Wilderness,CA_CA_014,100,0,100,0,0,0,y,n,8,720,A300,1.3,0,64312611,CA_CA_014BDF Wilderness FMU
CA_CA_014BDF Wilderness                BDF SJ Wilderness,CA_CA_014,100,0,100,0,0,0,y,n,8,720,A300,1.3,0,64312611,CA_CA_014BDF Wilderness FMU
CA_CA_014BDF Wilderness                BDF MT Wilderness,CA_CA_014,100,0,100,0,0,0,y,n,8,720,A300,1.3,0,64312611,CA_CA_014BDF Wilderness FMU
CA_CA_014BIA Suppression               BIA South,CA_CA_014,0,40,100,0,0,0,y,n,8,720,A300,1.3,0,64312612,CA_CA_014BIA Suppression FMU
CA_CA_014BIA Suppression               BIA Central,CA_CA_014,0,40,100,0,0,0,y,n,8,720,A300,1.3,0,64312612,CA_CA_014BIA Suppression FMU
CA_CA_014BIA Suppression               BIA North,CA_CA_014,0,40,100,0,0,0,y,n,8,720,A300,1.3,0,64312612,CA_CA_014BIA Suppression FMU
CA_CA_014BDF Suppression               BDF MT Suppression,CA_CA_014,0,10,100,0,0,0,y,n,8,720,A300,1.3,0,64312613,CA_CA_014BDF Suppression FMU
CA_CA_014BDF Suppression               BDF FC Suppression,CA_CA_014,0,10,100,0,0,0,y,n,8,720,A300,1.3,0,64312613,CA_CA_014BDF Suppression FMU
CA_CA_014BDF Suppression               BDF SJ W Suppression,CA_CA_014,0,10,100,0,0,0,y,n,8,720,A300,1.3,0,64312613,CA_CA_014BDF Suppression FMU
CA_CA_014BDF Suppression               BDF Idyllwild Supp,CA_CA_014,0,10,100,0,0,0,y,n,8,720,A300,1.3,0,64312613,CA_CA_014BDF Suppression FMU
CA_CA_014BDF Suppression               BDF San Jacinto East,CA_CA_014,0,10,100,0,0,0,y,n,8,720,A300,1.3,0,64312613,CA_CA_014BDF Suppression FMU
CA_CA_014BLM Coachella Valley          BLM Coachella Valley,CA_CA_014,0,25,100,0,0,0,y,n,8,720,A300,1.3,0,64312614,CA_CA_014BLM CDD FMU's
CA_CA_014BLM North Slope BDF Mtns      BLM N Slope BDF Mtns,CA_CA_014,0,25,100,0,0,0,y,n,8,720,A300,1.3,0,64312614,CA_CA_014BLM CDD FMU's
CA_CA_014BLM Palm Springs              BLM Palm Springs,CA_CA_014,0,25,100,0,0,0,y,n,8,720,A300,1.3,0,64312614,CA_CA_014BLM CDD FMU's
CA_CA_014BLM W-C Mojave Desert Wildlife  BLM WC Mojave Desert,CA_CA_014,0,25,100,0,0,0,y,n,8,720,A300,1.3,0,64312614,CA_CA_014BLM CDD FMU's
CA_CA_014BLM Big Morongo               BLM Big Morongo,CA_CA_014,0,25,100,0,0,0,y,n,8,720,A300,1.3,0,64312614,CA_CA_014BLM CDD FMU's
CA_CA_014BLM North Slope BDF Mtns      BLM E Slope BDF Mtns,CA_CA_014,0,25,100,0,0,0,y,n,8,720,A300,1.3,0,64312614,CA_CA_014BLM CDD FMU's
CA_CA_014BDF Threat                    BDF Threat North,CA_CA_014,0,10,100,0,0,0,y,n,8,720,A300,1.3,0,64312615,CA_CA_014BDF Threat FMU
CA_CA_014BDF Threat                    BDF Threat South,CA_CA_014,0,10,100,0,0,0,y,n,8,720,A300,1.3,0,64312615,CA_CA_014BDF Threat FMU
CA_CA_014Unassigned                    Unassigned,CA_CA_014,0,0,100,0,0,0,y,y,0.1,1080,A300,1.6,0,64312615,CA_CA_014BDF Threat FMU
CA_CA_009Mount_Whitney                 Wilderness_InyoMtns,CA_CA_009,100,0,100,0,0,0,y,n,0.001,1080,A300,1.6,0,64313087,CA_CA_009OVICC 4
CA_CA_009Mono_Lake                     General_Use_Pizona,CA_CA_009,50,25,100,0,0,0,y,n,0.01,1080,A300,1.6,0,64313087,CA_CA_009OVICC 4
CA_CA_009Mono_Lake                     General_Use_MonoGlas,CA_CA_009,10,25,100,0,0,0,y,n,0.01,1080,A300,1.6,0,64313087,CA_CA_009OVICC 4
CA_CA_009Mono_Lake                     WUI_Adobe_BentonVly,CA_CA_009,10,40,100,0,0,0,y,n,0.01,1080,A300,1.4,0,64313087,CA_CA_009OVICC 4
CA_CA_009Mono_Lake                     WUI_Topaz,CA_CA_009,10,40,100,0,0,0,y,n,0.01,1080,A300,1.4,0,64313087,CA_CA_009OVICC 4
CA_CA_009White_Mountain                General_Use_Coyote,CA_CA_009,50,25,100,0,0,0,y,n,0.01,1080,A300,1.6,0,64313087,CA_CA_009OVICC 4
CA_CA_009Mammoth                       WUI_MamCviewHcreek,CA_CA_009,10,40,100,0,0,0,y,n,0.01,1080,A300,1.4,0,64313087,CA_CA_009OVICC 4
CA_CA_009Mono_Lake                     WUI_PumiceValley,CA_CA_009,30,40,100,0,0,0,y,n,0.01,1080,A300,1.4,0,64313087,CA_CA_009OVICC 4
CA_CA_009Mono_Lake                     WUI_CowtrackMono,CA_CA_009,15,40,100,0,0,0,y,n,0.01,1080,A300,1.4,0,64313087,CA_CA_009OVICC 4
CA_CA_009White_Mountain                General_Use_MontPass,CA_CA_009,80,25,100,0,0,0,y,n,0.01,1080,A300,1.6,0,64313087,CA_CA_009OVICC 4
CA_CA_009White_Mountain                Wilderness_BdryWhite,CA_CA_009,50,25,100,0,0,0,y,n,0.01,1080,A300,1.6,0,64313087,CA_CA_009OVICC 4
CA_CA_009White_Mountain                General_Use_Whites,CA_CA_009,50,25,100,0,0,0,y,n,0.01,1080,A300,1.6,0,64313087,CA_CA_009OVICC 4
CA_CA_009Mono_Lake                     WUI_Bodie_Anchorite,CA_CA_009,10,40,100,0,0,0,y,n,0.01,1080,A300,1.4,0,64313087,CA_CA_009OVICC 4
CA_CA_009Mammoth                       General_Use_SoGlass,CA_CA_009,10,25,100,0,0,0,y,n,0.01,1080,A300,1.6,0,64313087,CA_CA_009OVICC 4
CA_CA_009White_Mountain                Wilderness_JohnMuir,CA_CA_009,100,0,100,0,0,0,y,n,0.001,1080,A300,1.6,0,64313087,CA_CA_009OVICC 4
CA_CA_009Mount_Whitney                 General_Use_Inyos,CA_CA_009,25,25,100,0,0,0,y,n,0.01,1080,A300,1.6,0,64313087,CA_CA_009OVICC 4
CA_CA_009White_Mountain                WUI_TriLongValleys,CA_CA_009,10,40,100,0,0,0,y,n,0.01,1080,A300,1.4,0,64313087,CA_CA_009OVICC 4
CA_CA_009Mount_Whitney                 Wilderness_MuirTrout,CA_CA_009,25,25,100,0,0,0,y,n,0.01,1080,A300,1.6,0,64313087,CA_CA_009OVICC 4
CA_CA_009Mammoth                       Wilderness_AnselMuir,CA_CA_009,100,0,100,0,0,0,y,n,0.01,1080,A300,1.6,0,64313087,CA_CA_009OVICC 4
CA_CA_009Mono_Lake                     Wilderness_GraniteMt,CA_CA_009,30,25,100,0,0,0,y,n,0.001,1080,A300,1.6,0,64313087,CA_CA_009OVICC 4
CA_CA_009White_Mountain                General_Use_Casa,CA_CA_009,10,25,100,0,0,0,y,n,0.01,1080,A300,1.6,0,64313087,CA_CA_009OVICC 4
CA_CA_009Mount_Whitney                 WUI_SouthOwensVly,CA_CA_009,10,40,100,0,0,0,y,n,0.01,1080,A300,1.4,0,64313087,CA_CA_009OVICC 4
CA_CA_009Mono_Lake                     Wilderness_AdamsHoov,CA_CA_009,100,0,100,0,0,0,y,n,0.001,1080,A300,1.6,0,64313087,CA_CA_009OVICC 4
CA_CA_004Whiskeytown NRA               Whiskeytown_NRA,CA_CA_004,10,0,100,0,0,0,y,n,0.001,1080,A300,1.3,0,64364750,CA_CA_004NPS WUI
CA_CA_004Yolla Bolla Wilderness        Yolla_Bolla_Wildern,CA_CA_004,100,0,100,0,0,0,y,n,0.001,1080,A300,1.3,0,64364751,CA_CA_004Wilderness
CA_CA_004Trinity Alps Wilderness       Trinity_Alps_Wilder,CA_CA_004,100,0,100,0,0,0,y,n,0.001,1080,A300,1.3,0,64364751,CA_CA_004Wilderness
CA_CA_004Castle Crags Wilderness       Castle_Crags_Wilder,CA_CA_004,100,0,100,0,0,0,y,n,0.001,1080,A300,1.3,0,64364751,CA_CA_004Wilderness
CA_CA_004Mt. Shasta Wilderness         Mt_Shasta_Wilderness,CA_CA_004,100,0,100,0,0,0,y,n,0.001,1080,A300,1.3,0,64364751,CA_CA_004Wilderness
CA_CA_004Chanchelulla Wilderness       Chanchelulla_Wilder,CA_CA_004,100,0,100,0,0,0,y,n,0.001,1080,A300,1.3,0,64364751,CA_CA_004Wilderness
CA_CA_004USFS 3 Non-DPA                USFS_3_Non_DPA,CA_CA_004,10,0,100,0,0,0,y,n,0.001,1080,A300,1.3,0,64364752,CA_CA_004Non DPA
CA_CA_004Trinity Non-DPA               Trinity_Non_DPA,CA_CA_004,10,0,100,0,0,0,y,n,0.001,1080,A300,1.3,0,64364752,CA_CA_004Non DPA
CA_CA_004Shasta Non-DPA                Shasta_Non_DPA,CA_CA_004,0,0,100,0,0,0,y,n,0.001,1080,A300,1.3,0,64364752,CA_CA_004Non DPA
CA_CA_004Ishi Non-DPA                  Ishi_Non_DPA,CA_CA_004,0,0,100,0,0,0,y,n,0.001,1080,A300,1.3,0,64364752,CA_CA_004Non DPA
CA_CA_004Yolla Bolly Non-DPA           Yolla_Bolly_Non_DPA,CA_CA_004,0,0,100,0,0,0,y,n,0.001,1080,A300,1.3,0,64364752,CA_CA_004Non DPA
CA_CA_004Klamath Non-DPA               Klamath_Non_DPA,CA_CA_004,10,0,100,0,0,0,y,n,0.001,1080,A300,1.3,0,64364752,CA_CA_004Non DPA
CA_CA_004Sacramento River Non-DPA      Sacramento_R_NonDPA,CA_CA_004,0,0,100,0,0,0,y,n,0.001,1080,A300,1.3,0,64364752,CA_CA_004Non DPA
CA_CA_004Shasta NRA                    Shasta_NRA,CA_CA_004,5,0,100,0,0,0,y,n,0.001,1080,A300,1.3,0,64364753,CA_CA_004USFS
CA_CA_004Weaverville                   Weaverville,CA_CA_004,35,0,100,0,0,0,y,n,0.001,1080,A300,1.3,0,64364753,CA_CA_004USFS
CA_CA_004Trinity NRA                   Trinity_NRA,CA_CA_004,15,0,100,0,0,0,y,n,0.001,1080,A300,1.3,0,64364753,CA_CA_004USFS
CA_CA_004Big Bar                       Big_Bar,CA_CA_004,25,0,100,0,0,0,y,n,0.001,1080,A300,1.3,0,64364753,CA_CA_004USFS
CA_CA_004Hayfork-Yolla Bolla           Hayfork_Yolla_Bolla,CA_CA_004,25,0,100,0,0,0,y,n,0.001,1080,A300,1.3,0,64364753,CA_CA_004USFS
CA_CA_004Sacramento River Canyon       Sacramento_River_Cyn,CA_CA_004,15,0,100,0,0,0,y,n,0.001,1080,A300,1.3,0,64364753,CA_CA_004USFS
CA_CA_004Iron Canyon                   Iron_Canyon,CA_CA_004,30,0,100,0,0,0,y,n,0.001,1080,A300,1.3,0,64364753,CA_CA_004USFS
CA_CA_004McCloud                       McCloud,CA_CA_004,25,0,100,0,0,0,y,n,0.001,1080,A300,1.3,0,64364753,CA_CA_004USFS
CA_CA_010BLM-Valley                    BLM-West Valley,CA_CA_010,0,80,100,0,0,0,y,n,1,1080,A100,1.2,0,64369227,CA_CA_010BLM West Valley
CA_CA_010FWS-N Interior                FWS-N Interior,CA_CA_010,20,20,100,0,0,0,y,n,1,1080,A100,1.6,0,64369228,CA_CA_010Wilderness
CA_CA_010FWS-N Coastal                 FWS-N Coastal,CA_CA_010,20,20,100,0,0,0,y,n,1,1080,A100,1.6,0,64369228,CA_CA_010Wilderness
CA_CA_010BLM-San Benito Natural Area   BLM-San Benito Natur,CA_CA_010,20,20,100,0,0,0,y,n,1,1080,A100,1.6,0,64369228,CA_CA_010Wilderness
CA_CA_010BLM-Carrizo Plain Threat      BLM-Carrizo Threat,CA_CA_010,20,50,100,0,0,0,y,n,1,1080,A100,1.3,0,64369228,CA_CA_010Wilderness
CA_CA_010BLM-Ventana Contiguous WSA    BLM-Ventana Contigu,CA_CA_010,20,20,100,0,0,0,y,n,1,1080,A100,1.6,0,64369228,CA_CA_010Wilderness
CA_CA_010FWS-Hopper                    FWS-Hopper,CA_CA_010,60,20,100,0,0,0,y,n,1,1080,A100,1.6,0,64369228,CA_CA_010Wilderness
CA_CA_010LPF-Monterey Wilderness       LPF-Monterey Wilder,CA_CA_010,60,0,100,0,0,0,y,n,1,1440,A100,1.6,0,64369228,CA_CA_010Wilderness
CA_CA_010LPF-Wilderness South          LPF-Wilderness South,CA_CA_010,60,0,100,0,0,0,y,n,1,1440,A100,1.5,0,64369228,CA_CA_010Wilderness
CA_CA_010NPS-PINN DPA                  NPS-PINN DPA,CA_CA_010,60,10,100,0,0,0,y,n,1,1080,A100,1.6,0,64369228,CA_CA_010Wilderness
CA_CA_010BLM-Clear Creek Serpentine AC  BLM-Clear Creek Serp,CA_CA_010,20,20,100,0,0,0,y,n,1,1080,A100,1.6,0,64369228,CA_CA_010Wilderness
CA_CA_010BLM-Hopper Mountain           BLM-Hopper Mountain,CA_CA_010,60,0,100,0,0,0,y,n,1,1080,A100,1.6,0,64369228,CA_CA_010Wilderness
CA_CA_010BLM-Valley                    BLM-Kettleman/Panoch,CA_CA_010,20,20,100,0,0,0,y,n,1,1080,A100,1.6,0,64369228,CA_CA_010Wilderness
CA_CA_010LPF-Sespe Wilderness          LPF-Sespe Wilderness,CA_CA_010,60,0,100,0,0,0,y,n,1,1440,A100,1.5,0,64369228,CA_CA_010Wilderness
CA_CA_010BLM-Panoche WSA N and S       BLM-Panoche N and S,CA_CA_010,20,20,100,0,0,0,y,n,1,1080,A100,1.6,0,64369228,CA_CA_010Wilderness
CA_CA_010LPF-Monterey General Forest   LPF-Monterey Genera,CA_CA_010,20,20,100,0,0,0,y,n,1,1080,A100,1.6,0,64369229,CA_CA_010WUI
CA_CA_010BLM-Parkfield                 BLM-Hollister Parkfi,CA_CA_010,20,20,100,0,0,0,y,n,1,1080,A100,1.6,0,64369229,CA_CA_010WUI
CA_CA_010BLM-Sierra de Salinas Williams  BLM-Sierra de Salina,CA_CA_010,20,20,100,0,0,0,y,n,1,1080,A100,1.6,0,64369229,CA_CA_010WUI
CA_CA_010LPF-Mtn Communities           LPF-Mtn Communities,CA_CA_010,20,20,100,0,0,0,y,n,1,1080,A100,1.6,0,64369229,CA_CA_010WUI
CA_CA_010BLM-Santa Margarita           BLM-Cypress Mountain,CA_CA_010,20,20,100,0,0,0,y,n,1,1080,A100,1.6,0,64369229,CA_CA_010WUI
CA_CA_010Unassigned                    Unassigned,CA_CA_010,20,20,100,0,0,0,y,y,0.01,1080,A100,1.6,0,64369229,CA_CA_010WUI
CA_CA_010BIA-Southern CA Agency        BIA-Picayune,CA_CA_010,20,20,100,0,0,0,y,n,1,1080,A100,1.6,0,64369229,CA_CA_010WUI
CA_CA_010BIA-Southern CA Agency        BIA-Santa Rosa,CA_CA_010,20,20,100,0,0,0,y,n,1,1080,A100,1.6,0,64369229,CA_CA_010WUI
CA_CA_010BIA-Southern CA Agency        BIA-Table Mtn,CA_CA_010,20,20,100,0,0,0,y,n,1,1080,A100,1.6,0,64369229,CA_CA_010WUI
CA_CA_010BLM-Bay-Delta Santa Clara Val  BLM-Bay-Delta Sa Cla,CA_CA_010,20,20,100,0,0,0,y,n,1,1080,A100,1.6,0,64369229,CA_CA_010WUI
CA_CA_010BLM-Carrizo                   BLM-Carrizo,CA_CA_010,20,20,100,0,0,0,y,n,1,1080,A100,1.4,0,64369229,CA_CA_010WUI
CA_CA_010BLM-Valley                    BLM-Scattered (V),CA_CA_010,20,50,100,0,0,0,y,n,1,1080,A100,1.3,0,64369229,CA_CA_010WUI
CA_CA_010BLM-Coast Dairies Santa Cruz  BLM-Coast Dairies SC,CA_CA_010,20,20,100,0,0,0,y,n,1,1080,A100,1.6,0,64369229,CA_CA_010WUI
CA_CA_010BLM-Coastal                   BLM-Coastal,CA_CA_010,20,20,100,0,0,0,y,n,1,1080,A100,1.6,0,64369229,CA_CA_010WUI
CA_CA_010BLM-Foothill                  BLM-San Joaquin Rive,CA_CA_010,20,20,100,0,0,0,y,n,1,1080,A100,1.6,0,64369229,CA_CA_010WUI
CA_CA_010BLM-Hernandez Valley          BLM-Hernandez Valley,CA_CA_010,20,20,100,0,0,0,y,n,1,1080,A100,1.6,0,64369229,CA_CA_010WUI
CA_CA_010BLM-San Joaquin South Continu  BLM-San Joaquin S,CA_CA_010,20,50,100,0,0,0,y,n,1,1080,A100,1.3,0,64369229,CA_CA_010WUI
CA_CA_010LPF-Big Sur Coast             LPF-Big Sur Coast,CA_CA_010,20,20,100,0,0,0,y,n,1,1440,A100,1.6,0,64369229,CA_CA_010WUI
CA_CA_010BLM-Valley                    BLM-Atwell Island,CA_CA_010,20,20,100,0,0,0,y,n,1,1080,A100,1.6,0,64369229,CA_CA_010WUI
CA_CA_010BIA-Southern CA Agency        BIA-Santa Ynez,CA_CA_010,20,20,100,0,0,0,y,n,1,1080,A100,1.6,0,64369229,CA_CA_010WUI
CA_CA_010NPS-PINN Threat               NPS-PINN Threat,CA_CA_010,20,20,100,0,0,0,y,n,1,1080,A100,1.6,0,64369229,CA_CA_010WUI
CA_CA_010BLM-San Joaquin Valley South  BLM-San Joaquin ValS,CA_CA_010,20,20,100,0,0,0,y,n,1,1080,A100,1.6,0,64369229,CA_CA_010WUI
CA_CA_010LPF-166 Corridor              LPF-166 Corridor,CA_CA_010,20,20,100,0,0,0,y,n,1,1080,A100,1.6,0,64369229,CA_CA_010WUI
CA_CA_010LPF-166 Corridor Threat       LPF-166 Corr Threat,CA_CA_010,20,20,100,0,0,0,y,n,1,1080,A100,1.6,0,64369229,CA_CA_010WUI
CA_CA_010BLM-Santa Margarita           BLM-Santa Margarita,CA_CA_010,20,20,100,0,0,0,y,n,1,1080,A100,1.6,0,64369229,CA_CA_010WUI
CA_CA_010LPF-Mt Pinos Threat           LPF-Mt Pinos Threat,CA_CA_010,20,20,100,0,0,0,y,n,1,1080,A100,1.6,0,64369229,CA_CA_010WUI
CA_CA_010LPF-Mt Pinos                  LPF-Mt Pinos,CA_CA_010,20,20,100,0,0,0,y,n,1,1080,A100,1.3,0,64369229,CA_CA_010WUI
CA_CA_010LPF-Santa Barbara/ Ojai Front  LPF-SB/ Ojai Front,CA_CA_010,20,20,100,0,0,0,y,n,1,1080,A100,1.3,0,64369229,CA_CA_010WUI
CA_CA_010LPF-Santa Barbara/ Ojai Mid   LPF-SB/ Ojai Mid,CA_CA_010,20,20,100,0,0,0,y,n,1,1080,A100,1.3,0,64369229,CA_CA_010WUI
CA_CA_010LPF-Monterey Threat           LPF-Monterey Threat,CA_CA_010,20,20,100,0,0,0,y,n,1,1080,A100,1.6,0,64369229,CA_CA_010WUI
CA_CA_010LPF-Santa Lucia North Threat  LPF-San Lucia Threat,CA_CA_010,20,20,100,0,0,0,y,n,1,1080,A100,1.6,0,64369229,CA_CA_010WUI
CA_CA_010LPF-Santa Barbara/ Ojai Threat  LPF-SB/ Ojai Threat,CA_CA_010,20,20,100,0,0,0,y,n,1,1080,A100,1.3,0,64369229,CA_CA_010WUI
CA_CA_010LPF-Santa Lucia North         LPF-Santa Lucia N,CA_CA_010,20,20,100,0,0,0,y,n,1,1080,A100,1.3,0,64369229,CA_CA_010WUI
CA_CA_010NPS-SAMO Threat               NPS-SAMO Threat,CA_CA_010,20,20,100,0,0,0,y,n,1,1080,A100,1.3,0,64369229,CA_CA_010WUI
CA_CA_010BLM-Foothill                  BLM-Scattered (F),CA_CA_010,20,20,100,0,0,0,y,n,1,1080,A100,1.6,0,64369229,CA_CA_010WUI
CA_CA_010BLM-Fort Ord Area             BLM-Fort Ord Area,CA_CA_010,20,20,100,0,0,0,y,n,1,1080,A100,1.6,0,64369229,CA_CA_010WUI
CA_CA_010NPS-SAMO DPA                  NPS-SAMO DPA,CA_CA_010,20,20,100,0,0,0,y,n,1,1080,A100,1.6,0,64369229,CA_CA_010WUI
CA_CA_010NPS-CHIS                      NPS-CHIS,CA_CA_010,20,0,100,0,0,0,y,n,1,1080,A100,1.6,0,64369230,CA_CA_010Island
CA_CA_012FMG_Threat                    Threat_East,CA_CA_012,0,0,100,0,0,0,y,n,0.1,1080,A100,1.2,0,64372171,CA_CA_012ANF Mutual Aid Resp
CA_CA_012FMG_Unassigned                Unassigned,CA_CA_012,0,0,100,0,0,0,n,y,0.1,1080,A100,1.6,0,64372171,CA_CA_012ANF Mutual Aid Resp
CA_CA_012FMG_Threat                    Threat_West,CA_CA_012,0,0,100,0,0,0,y,n,0.1,1080,A100,1.2,0,64372171,CA_CA_012ANF Mutual Aid Resp
CA_CA_012FMG_Forest                    Greenline_West,CA_CA_012,0,0,100,0,0,0,y,n,0.1,1080,A100,1.2,0,64372171,CA_CA_012ANF Mutual Aid Resp
CA_CA_012FMG_Forest                    Greenline_East,CA_CA_012,0,0,100,0,0,0,y,n,0.1,1080,A100,1.2,0,64372171,CA_CA_012ANF Mutual Aid Resp
CA_CA_012FMG_Wilderness                Greenline_Wild,CA_CA_012,50,0,100,0,0,0,y,n,0.1,1080,A100,1.2,0,64372171,CA_CA_012ANF Mutual Aid Resp
CA_CA_012FMG_Forest                    Non_Greenline_East,CA_CA_012,0,0,100,0,0,0,y,n,0.1,1080,A100,1.2,0,64372172,CA_CA_012Standard ANF Resp
CA_CA_012FMG_Forest                    Non_Greenline_West,CA_CA_012,10,0,100,0,0,0,y,n,0.1,1080,A100,1.2,0,64372172,CA_CA_012Standard ANF Resp
CA_CA_012FMG_Wilderness                Non_Greenline_Wild,CA_CA_012,50,0,100,0,0,0,y,n,0.1,1080,A100,1.2,0,64372173,CA_CA_012ANF Response Wilder
GB_ID_002Snake River                   Snake River,GB_ID_002,75,0,100,0,0,0,y,n,0.001,1080,A100,1.3,0,64375106,GB_ID_002Non WUI Non Timber
GB_ID_002Goodrich South                Goodrich South,GB_ID_002,15,50,100,0,0,0,y,n,0.001,1080,A100,1.3,0,64375106,GB_ID_002Non WUI Non Timber
GB_ID_002Grasmere                      Grasmere,GB_ID_002,15,70,100,0,0,0,y,n,0.001,1080,A100,1.3,0,64375106,GB_ID_002Non WUI Non Timber
GB_ID_002Canyonlands                   Canyonlands,GB_ID_002,50,30,100,0,0,0,y,n,0.001,1080,A100,1.3,0,64375106,GB_ID_002Non WUI Non Timber
GB_ID_002Birds of Prey                 Birds of Prey,ID_002,0,80,100,0,0,0,y,n,0.001,1080,A100,1.3,0,64375106,GB_ID_002Non WUI Non Timber
GB_ID_002Riddle                        Riddle,GB_ID_002,50,50,100,0,0,0,y,n,0.001,1080,A100,1.3,0,64375106,GB_ID_002Non WUI Non Timber
GB_ID_002Upper Danskin                 Upper Danskin,GB_ID_002,75,0,100,0,0,0,y,n,0.001,1080,A100,1.3,0,64375106,GB_ID_002Non WUI Non Timber
GB_ID_002North Central                 North Central,GB_ID_002,15,0,100,0,0,0,y,n,0.001,1080,A100,1.3,0,64375107,GB_ID_002WUI Timber
GB_ID_002Yellow Pine                   Yellow Pine,GB_ID_002,75,0,100,0,0,0,y,n,0.001,1080,A100,1.3,0,64375107,GB_ID_002WUI Timber
GB_ID_002Westside                      Westside,GB_ID_002,50,0,100,0,0,0,y,n,0.001,1080,A100,1.3,0,64375107,GB_ID_002WUI Timber
GB_ID_002SW IDL                        SW IDL,GB_ID_002,50,0,100,0,0,0,y,n,0.001,1080,A100,1.3,0,64375107,GB_ID_002WUI Timber
GB_ID_002Lowman                        Lowman,GB_ID_002,75,0,100,0,0,0,y,n,0.001,1080,A100,1.3,0,64375107,GB_ID_002WUI Timber
